actor_id,actor_name,degree_centrality,betweenness_centrality,degree
nm0014773,Holly Aird,9.019572472264814e-05,0.0,3
nm0737138,Reg Rogers,9.019572472264814e-05,0.0,3
nm1815146,Chris Bowers,9.019572472264814e-05,0.0,3
nm0750826,Joseph Ruskin,9.019572472264814e-05,0.0,3
nm1507421,Stafford Williamson,0.00021045669101951234,0.0,7
nm2012957,Michael Caroselli,0.00021045669101951234,0.0,7
nm1763335,Anthony Casanova,0.00021045669101951234,0.0,7
nm2171598,Christina Jo'Leigh,0.00030065241574216047,1.1783680025617846e-05,10
nm1915554,Shannon Power,0.00021045669101951234,0.0,7
nm1200004,Amber Ryan,0.00021045669101951234,0.0,7
nm2088282,Mark Swenson,9.019572472264814e-05,0.0,3
nm1683768,Beau Garrett,0.0003607828988905926,2.9259628118511334e-05,12
nm0644418,Deborah Offner,9.019572472264814e-05,0.0,3
nm0015459,Nagarjuna Akkineni,0.0010823486966717777,0.0018942845064036733,36
nm2011932,Anushka Shetty,0.0006013048314843209,0.008129295988092158,20
nm1169531,Derek Waters,9.019572472264814e-05,0.0,3
nm1330512,Nikki Griffin,0.00039084814046480863,8.425224927907493e-05,13
nm1659221,Sebastian Stan,0.001262740146117074,0.0002703428080079908,42
nm1738172,Toby Hemingway,0.000631370073058537,0.0002263330681590403,21
nm2011760,Evangelos Alexiou,0.0002705871741679444,0.00012169263774682653,9
nm1682551,Sasha Andreev,0.0009620877303749136,0.0017869579385795993,32
nm2008726,Jennifer Clary,0.00015032620787108024,1.2695038380926846e-05,5
nm1911584,Sherita Delgado,9.019572472264814e-05,0.0,3
nm1227811,Jennifer Howie,0.0001803914494452963,0.0,6
nm1726122,Dan White,0.0001803914494452963,0.0,6
nm1204760,Kevin Alejandro,0.00045097862361324074,2.7203289214422875e-05,15
nm0491777,Denis Lavant,0.0002705871741679444,2.6415782756576665e-05,9
nm0289113,Lauren Fox,9.019572472264814e-05,0.0,3
nm1815953,Zak Kilberg,9.019572472264814e-05,0.0,3
nm1520852,Melantha Blackthorne,0.0011725444213944258,0.0006683662972295834,39
nm1732426,Elizabeth Faure,9.019572472264814e-05,0.0,3
nm2019287,Magenta Baribeau,9.019572472264814e-05,0.0,3
nm1794227,Costa Alexandrakis,9.019572472264814e-05,0.0,3
nm0715091,Sarah-Jane Redmond,9.019572472264814e-05,0.0,3
nm1002664,Michael Eklund,0.0012026096629686419,0.0005551300157469041,40
nm0767205,Ron Sauvé,9.019572472264814e-05,0.0,3
nm0913682,Jerry Wasserman,9.019572472264814e-05,0.0,3
nm0161075,Babs Chula,9.019572472264814e-05,0.0,3
nm1535118,Heidi Iro,9.019572472264814e-05,0.0,3
nm0219971,Sunny Deol,0.0002705871741679444,1.26305686179678e-05,9
nm2054901,Ashok Kumar Beniwal,9.019572472264814e-05,0.0,3
nm1140300,Jessica Lucas,0.0003607828988905926,5.328546576809615e-06,12
nm1218757,Keir O'Donnell,0.0006013048314843209,5.4674958725143327e-05,20
nm1821759,William G. Smith,9.019572472264814e-05,0.0,3
nm0908020,Matt Walker,9.019572472264814e-05,0.0,3
nm2009270,Mariah Johnson,9.019572472264814e-05,0.0,3
nm0638056,Bill Nunn,9.019572472264814e-05,0.0,3
nm2023033,Karen Yelverton,9.019572472264814e-05,0.0,3
nm1900823,Roger Wu,9.019572472264814e-05,0.0,3
nm2031302,House,9.019572472264814e-05,0.0,3
nm0213881,Spence Decker,9.019572472264814e-05,0.0,3
nm0956526,Madeline Zima,0.0007215657977811852,0.0003430386613563599,24
nm0962323,Brett Moses,9.019572472264814e-05,0.0,3
nm2182034,Shyann McClure,9.019572472264814e-05,0.0,3
nm1107127,Reece Thompson,0.0003607828988905926,4.06636817160623e-05,12
nm2064295,Utkarsh Ambudkar,0.0002705871741679444,1.9374934987539697e-05,9
nm0356017,Rebecca Hall,0.001864044977601395,0.0004017088787481498,62
nm1382417,Joseph Friend,9.019572472264814e-05,0.0,3
nm4223385,Thomas Horn,0.0001803914494452963,1.3724886347960306e-06,6
nm0001813,Dick Van Dyke,0.00015032620787108024,1.2203083529727077e-07,5
nm0478640,David La Haye,9.019572472264814e-05,0.0,3
nm0684522,Leah Pinsent,9.019572472264814e-05,0.0,3
nm0624939,Napakpapha Nakprasitte,0.0001803914494452963,1.5359818259163673e-05,6
nm1683094,Aaron Yoo,0.0003607828988905926,2.9378717148993214e-05,12
nm0814813,Annie Sorell,9.019572472264814e-05,0.0,3
nm1348416,Blythe Metz,0.0003607828988905926,6.377842128426288e-05,12
nm0843684,Luciano Szafir,9.019572472264814e-05,0.0,3
nm1787753,Aaron Sherry,9.019572472264814e-05,0.0,3
nm1479002,Brooklyn Sudano,9.019572472264814e-05,0.0,3
nm1002695,Soren Fulton,0.0001803914494452963,1.6405896551096868e-06,6
nm3095275,Sammy Branco,9.019572472264814e-05,0.0,3
nm0247181,Curtis Eames,9.019572472264814e-05,0.0,3
nm0267057,Said Faraj,0.0003607828988905926,0.0007787944806178575,12
nm1567113,Jessica Chastain,0.0023150236012146356,0.0005528939776113668,77
nm4447472,Hunter McCracken,9.019572472264814e-05,0.0,3
nm1813129,Paydin LoPachin,9.019572472264814e-05,0.0,3
nm1402837,Rocky Marquette,9.019572472264814e-05,0.0,3
nm1406238,Katie Chonacas,9.019572472264814e-05,0.0,3
nm0470182,Brian Krause,0.0023150236012146356,0.0031972573708456053,77
nm0736622,Seth Rogen,0.0017738492528787469,0.00042501234215161986,59
nm1015684,Corey Stoll,0.00045097862361324074,7.725330770859003e-05,15
nm0526782,Jeremy Luno,9.019572472264814e-05,0.0,3
nm1313304,Michael Hampton,9.019572472264814e-05,0.0,3
nm2098300,Nikitas Manikatos,9.019572472264814e-05,0.0,3
nm0577032,Annie Meisels,9.019572472264814e-05,0.0,3
nm0955991,Mather Zickel,9.019572472264814e-05,0.0,3
nm0878597,Deborah Twiss,0.0013830011124139382,0.007284232617650461,46
nm0339911,Nick Gregory,9.019572472264814e-05,0.0,3
nm0042305,Sophie Auster,9.019572472264814e-05,0.0,3
nm0129310,Philippe Caland,9.019572472264814e-05,0.0,3
nm1620989,Antonio Tarver,9.019572472264814e-05,0.0,3
nm0085860,Paul Blackthorne,9.019572472264814e-05,0.0,3
nm0669681,Josh Peck,0.001232674904542858,0.0003520620177985628,41
nm1151899,Robert Baker,0.0001803914494452963,5.6337505196071786e-06,6
nm0180639,Andrea Corr,9.019572472264814e-05,0.0,3
nm0931656,Scot Williams,0.0001803914494452963,1.2209386507452538e-05,6
nm2022730,Leslie Anne Valenza,9.019572472264814e-05,0.0,3
nm2022000,Hollis McLachlan,0.0001803914494452963,9.49048971507843e-06,6
nm1392499,Christopher Boyd,9.019572472264814e-05,0.0,3
nm1731669,Christopher Bello,9.019572472264814e-05,0.0,3
nm0050494,Amita Balla,9.019572472264814e-05,0.0,3
nm2044985,Brett Davern,0.0001803914494452963,1.8553973353859775e-06,6
nm1964247,David Call,0.0009921529719491295,0.0004461676991201712,33
nm1943488,M. Ward,9.019572472264814e-05,0.0,3
nm1577190,Ye,3.006524157421605e-05,0.0,1
nm0609368,Cristian Motiu,9.019572472264814e-05,0.0,3
nm1069180,Craig Gellis,0.0001803914494452963,8.326341173357214e-05,6
nm1363122,Caroline Brazier,9.019572472264814e-05,0.0,3
nm0707425,Rajinikanth,0.0007816962809296173,0.00033977264974484984,26
nm1328152,Shriya Saran,0.00039084814046480863,0.00014810196703691556,13
nm0838520,Suman,0.00039084814046480863,5.97616891306874e-05,13
nm1678610,Theodore Bouloukos,0.004840503893448784,0.012060933335966645,161
nm1998366,Michael Burke,9.019572472264814e-05,0.0,3
nm2035341,Jono Mainelli,9.019572472264814e-05,0.0,3
nm2043855,Bryan Safi,9.019572472264814e-05,0.0,3
nm0764430,Carlos Sanz,9.019572472264814e-05,0.0,3
nm2006019,David Raymond,9.019572472264814e-05,0.0,3
nm0000256,Jenny Agutter,0.0001803914494452963,1.7993692797304987e-06,6
nm0179479,James Corden,0.0009620877303749136,0.00012782628527265716,32
nm1981245,Brendan Patricks,0.0001803914494452963,1.530385855280954e-06,6
nm2946516,Claire Foy,0.0006915005562069691,0.00010985342951746103,23
nm0117365,Larry Bryggman,9.019572472264814e-05,0.0,3
nm0923902,Lewis D. Wheeler,9.019572472264814e-05,0.0,3
nm1094028,Paul B. Price,9.019572472264814e-05,0.0,3
nm0319171,Daniel Gillies,0.0002705871741679444,2.284161190984178e-05,9
nm0011038,Jane Adams,0.0002705871741679444,8.339029440139534e-05,9
nm2129938,Thomas Turgoose,0.0001803914494452963,7.872608941934212e-06,6
nm0366846,Jo Hartley,0.0002705871741679444,1.0807504118845323e-05,9
nm0793532,Andrew Shim,9.019572472264814e-05,0.0,3
nm1977070,Adel L. Morales,0.0002405219325937284,0.0,8
nm1538929,Paul Dunleavy,0.0002405219325937284,0.0,8
nm1414823,Joe Abbate,0.0002405219325937284,0.0,8
nm2039589,Gina De Simone,0.0002405219325937284,0.0,8
nm2035945,Richard Cook,0.0002405219325937284,0.0,8
nm2355498,John Hoffman,0.0002405219325937284,0.0,8
nm1371861,Vic River,0.0002405219325937284,0.0,8
nm1969806,P.J. Leonard,0.0002405219325937284,0.0,8
nm1899390,Khan Chittenden,9.019572472264814e-05,0.0,3
nm0019015,Gillian Alexy,9.019572472264814e-05,0.0,3
nm1168915,Michael Dorman,0.0005111091067616728,5.581754360392149e-05,17
nm0103797,Alice Braga,0.0007215657977811852,3.446551310763352e-05,24
nm2253071,Charlie Tahan,0.0005411743483358888,4.840788791492334e-05,18
nm0546868,David Margulies,0.0001803914494452963,3.300549157695287e-06,6
nm1465817,Thijs Römer,9.019572472264814e-05,0.0,3
nm2893329,Gerdy De Decker,9.019572472264814e-05,0.0,3
nm0123946,Michael Buscemi,9.019572472264814e-05,0.0,3
nm0253108,Tara Elders,0.0001803914494452963,6.6108474192156695e-06,6
nm0278979,Jenna Fischer,0.0005411743483358888,2.9925887420326756e-05,18
nm0196359,Lara Daans,9.019572472264814e-05,0.0,3
nm0038851,Angela Asher,9.019572472264814e-05,0.0,3
nm0559169,Daniel Matmor,9.019572472264814e-05,0.0,3
nm2534998,Lalit Ajgaonkar,9.019572472264814e-05,0.0,3
nm2539068,Bhavna Bahl,9.019572472264814e-05,0.0,3
nm2540796,Sameer Bahl,9.019572472264814e-05,0.0,3
nm2071430,Kevin J. Barry,9.019572472264814e-05,0.0,3
nm0085153,Alex Black,9.019572472264814e-05,0.0,3
nm0085544,Tony Black,9.019572472264814e-05,0.0,3
nm0151701,Grant Chang,9.019572472264814e-05,0.0,3
nm0000439,Neil Patrick Harris,0.0003607828988905926,2.3411472420752715e-05,12
nm0444098,Dominic Keating,0.0001803914494452963,2.3710541686407004e-05,6
nm1559593,Happy Mahaney,9.019572472264814e-05,0.0,3
nm0227178,Angela DiMarco,0.0011725444213944258,0.0009916126721175886,39
nm0778660,Mathew Scollon,9.019572472264814e-05,0.0,3
nm0684929,Roddy Piper,0.000631370073058537,0.0005309298315491186,21
nm1969856,Remy Bonjasky,9.019572472264814e-05,0.0,3
nm2043675,Joe Hall,9.019572472264814e-05,0.0,3
nm2034753,Danielle Agnello,9.019572472264814e-05,0.0,3
nm2053051,David J. O'Donnell,9.019572472264814e-05,0.0,3
nm0051621,Cameron Bancroft,0.0001803914494452963,1.563879920241332e-05,6
nm2006937,Aidan Mitchell,9.019572472264814e-05,0.0,3
nm0377333,André Hennicke,9.019572472264814e-05,0.0,3
nm0895150,Eduardo Verástegui,0.0001803914494452963,1.3437552951726428e-06,6
nm0087109,Tammy Blanchard,0.001232674904542858,0.00045175550380617357,41
nm0589334,Sherry Miller,9.019572472264814e-05,0.0,3
nm0431451,Robert Joy,9.019572472264814e-05,0.0,3
nm2283896,Chadwick Adebiyi,9.019572472264814e-05,0.0,3
nm1382753,Maria Angelucci,0.00015032620787108024,0.0,5
nm0283409,Barbara Flynn,9.019572472264814e-05,0.0,3
nm1148812,Reggie Gaskins,9.019572472264814e-05,0.0,3
nm0043041,James Avery,9.019572472264814e-05,0.0,3
nm0031529,Jason Antoon,0.0001803914494452963,9.552086596518086e-06,6
nm0733812,Kali Rocha,9.019572472264814e-05,0.0,3
nm0003067,Sebastian Roché,0.0002705871741679444,1.5735071269404313e-05,9
nm1676221,Andy Samberg,0.0008117615225038333,0.00011509850954626204,27
nm1801841,Gemma Ward,9.019572472264814e-05,0.0,3
nm2899650,Alex Fisher,9.019572472264814e-05,0.0,3
nm0298221,Drew Fuller,0.0003607828988905926,8.25032584254061e-05,12
nm0586568,Mads Mikkelsen,0.0003607828988905926,3.0656568131045206e-05,12
nm0297076,Samuel Fröler,9.019572472264814e-05,0.0,3
nm0868012,Kirsti Eline Torhaug,9.019572472264814e-05,0.0,3
nm1271794,Gajala,0.0001803914494452963,5.110491355712414e-06,6
nm1289230,Riyaz Khan,0.0002705871741679444,9.54038960363088e-06,9
nm1732298,Madhu Warrier,9.019572472264814e-05,0.0,3
nm0329730,Suresh Gopi,0.00045097862361324074,0.00030532741955624607,15
nm0756533,Saikumar,0.0004209133820390247,2.4678126892334724e-06,14
nm1388202,Siddique,0.0021646973933435554,0.0013863348929023793,72
nm0222145,Rajan P. Dev,0.00030065241574216047,4.088890272430348e-06,10
nm0796502,Alexander Siddig,0.0002705871741679444,5.6434447429218394e-06,9
nm2944939,Caryn Peterson,9.019572472264814e-05,0.0,3
nm0261452,Christine Estabrook,9.019572472264814e-05,0.0,3
nm0611295,Michael Muhney,0.0004209133820390247,0.0009166404251944976,14
nm0085400,Lewis Black,0.0003607828988905926,1.0113236607957393e-05,12
nm0993247,Gigi Bannister,0.00039084814046480863,1.1755575284346277e-05,13
nm0086841,Weston Blakesley,0.00015032620787108024,0.0,5
nm3272141,Michelle Andria,0.00015032620787108024,0.0,5
nm0269496,Gregory Fawcett,0.0002405219325937284,3.0486177419847496e-05,8
nm2052325,Scott Anderson,9.019572472264814e-05,0.0,3
nm0005383,Charlotte Ross,9.019572472264814e-05,0.0,3
nm1842344,Vincent Piazza,0.00039084814046480863,6.030114068365365e-06,13
nm3293981,Jacqueline Biels,0.00021045669101951234,8.076666337926238e-06,7
nm4024190,Emma Thomas,0.0002405219325937284,1.503307276007216e-07,8
nm4032982,Jason Long,9.019572472264814e-05,0.0,3
nm0020717,Keith Allen,0.00045097862361324074,5.0930495185286664e-05,15
nm0726472,Adam Rifkin,0.0001803914494452963,7.568531026314158e-06,6
nm1887429,Hayes MacArthur,0.0001803914494452963,5.179331064448786e-06,6
nm1585962,Amanda Loncar,9.019572472264814e-05,0.0,3
nm1438745,Sebastien Roberts,9.019572472264814e-05,0.0,3
nm0515200,Barbara Livi,9.019572472264814e-05,0.0,3
nm0320324,Duccio Giordano,9.019572472264814e-05,0.0,3
nm1573253,Alexander Ludwig,0.0007215657977811852,6.654795239490135e-05,24
nm0175814,Frances Conroy,0.0004209133820390247,6.410231518370493e-05,14
nm0583856,Giovanna Mezzogiorno,0.0002705871741679444,2.7341856281240562e-05,9
nm2825905,Gina Bernard Forbes,9.019572472264814e-05,0.0,3
nm1416109,Forrest Landis,9.019572472264814e-05,0.0,3
nm0441085,George Katt,0.001262740146117074,0.002585624635149789,42
nm1433090,Caroline Macey,9.019572472264814e-05,0.0,3
nm2073805,Heather Trzyna,9.019572472264814e-05,0.0,3
nm1068905,Namrata Singh Gujral,9.019572472264814e-05,0.0,3
nm0706837,Brad Raider,9.019572472264814e-05,0.0,3
nm0498165,RonReaco Lee,9.019572472264814e-05,0.0,3
nm0030021,Christien Anholt,9.019572472264814e-05,0.0,3
nm0390417,Joanna Hole,9.019572472264814e-05,0.0,3
nm3322957,Evan McGuire,9.019572472264814e-05,0.0,3
nm0482473,Mick Lally,9.019572472264814e-05,0.0,3
nm3322982,Christen Mooney,9.019572472264814e-05,0.0,3
nm0709738,Steven Randazzo,0.00015032620787108024,2.8710124539172955e-06,5
nm0207952,Nicholas De Cegli,0.00015032620787108024,2.8710124539172955e-06,5
nm1669943,A.J. Draven,0.0001803914494452963,1.222604885569735e-05,6
nm1020124,Sarah Clarke,0.00039084814046480863,5.150883521217171e-05,13
nm0199006,Linh-Dan Pham,0.0002705871741679444,3.2231179216746346e-05,9
nm0574468,Gerald McRaney,0.0002705871741679444,3.4635610021548306e-05,9
nm1029456,Mistress Formika,0.00015032620787108024,0.0,5
nm0796741,Greg 'G-Spot' Siebel,0.00015032620787108024,0.0,5
nm0803548,Heidi Sjursen,0.00015032620787108024,0.0,5
nm2096047,Gina Volpe,0.00015032620787108024,0.0,5
nm1263089,The World Famous *BoB*,0.00015032620787108024,0.0,5
nm2367103,Michael Borrelli,9.019572472264814e-05,0.0,3
nm0199961,J.D. Daniels,9.019572472264814e-05,0.0,3
nm0551883,Alexander Martin,9.019572472264814e-05,0.0,3
nm1525948,Ashton Holmes,0.0002705871741679444,9.220410392317685e-06,9
nm1584217,Noraly Beyer,9.019572472264814e-05,0.0,3
nm0082550,Stephen Billington,9.019572472264814e-05,0.0,3
nm0162911,Roberto Citran,9.019572472264814e-05,0.0,3
nm0171080,Joe Coleman,6.01304831484321e-05,0.0,2
nm1722481,Bob Dunsworth,6.01304831484321e-05,0.0,2
nm0132660,Larry Joe Campbell,0.00015032620787108024,9.574768782592557e-07,5
nm1221047,Keegan-Michael Key,0.0010222182135233456,0.00017679026743670635,34
nm1830202,Johnny Ray Meeks,9.019572472264814e-05,0.0,3
nm1180243,Danny McCarthy,0.0001803914494452963,4.5645250450405265e-06,6
nm0200981,Kim Darby,9.019572472264814e-05,0.0,3
nm1139343,Katt Williams,0.0001803914494452963,1.0014222754741154e-05,6
nm1740301,Jazz Anderson,9.019572472264814e-05,0.0,3
nm2266424,Jon Baggio,9.019572472264814e-05,0.0,3
nm3169069,Aditya Roy Kapoor,0.0003307176573163765,9.036789711064357e-06,11
nm0657349,Luca Palanca,0.0001803914494452963,4.14102040410498e-05,6
nm1544217,Cam Gigandet,0.0016836535281560987,0.001305528027750013,56
nm0574561,Gerard McSorley,9.019572472264814e-05,0.0,3
nm1924405,Amie Enriquez,9.019572472264814e-05,0.0,3
nm0198278,Erynn Dalton,9.019572472264814e-05,0.0,3
nm0139175,Antoni Corone,0.0009620877303749136,0.000787809878416354,32
nm0544974,Chris Marazzo,9.019572472264814e-05,0.0,3
nm0004929,David Foley,9.019572472264814e-05,0.0,3
nm0873942,Verne Troyer,9.019572472264814e-05,0.0,3
nm1389064,Victoria De Mare,0.001864044977601395,0.0023021790899201327,62
nm1763768,Alex Petrovitch,0.0002705871741679444,2.3792213359607626e-05,9
nm1347908,Shawn Barber,9.019572472264814e-05,0.0,3
nm2083165,Jenna Allen,9.019572472264814e-05,0.0,3
nm0230697,Lou Doillon,9.019572472264814e-05,0.0,3
nm1214435,Charlie Cox,0.0002705871741679444,9.180218338590678e-06,9
nm1120738,Susan McConnell,9.019572472264814e-05,0.0,3
nm0662904,Andrew Parks,9.019572472264814e-05,0.0,3
nm2105255,Sarah Roemer,0.0005411743483358888,7.691755631469206e-05,18
nm1095714,Paul Casserly,3.006524157421605e-05,0.0,1
nm0034309,Geoffrey Arend,0.0003307176573163765,1.7270267820171384e-05,11
nm2115995,Krystin Pellerin,9.019572472264814e-05,0.0,3
nm0174322,Robert Conder,9.019572472264814e-05,0.0,3
nm1872528,Jena Hunt,0.00021045669101951234,0.0,7
nm2081533,Sharon Rylander,0.00021045669101951234,0.0,7
nm2077455,Martin Gagen,0.00021045669101951234,0.0,7
nm2079828,Carolyn Kraetsch,0.00021045669101951234,0.0,7
nm0589165,Ralph Miller,0.00021045669101951234,0.0,7
nm2085365,Charles Wright,0.00021045669101951234,0.0,7
nm0063765,Alan Bean,0.00021045669101951234,0.0,7
nm0537370,Simona Maicanescu,9.019572472264814e-05,0.0,3
nm1135120,Janis DeLucia Allen,9.019572472264814e-05,0.0,3
nm1098345,Mara Luthane,9.019572472264814e-05,0.0,3
nm1135119,J.P. Allen,9.019572472264814e-05,0.0,3
nm2006934,Maya Goldsmith,9.019572472264814e-05,0.0,3
nm1429723,Halley Wegryn Gross,9.019572472264814e-05,0.0,3
nm0968541,Oksana Akinshina,9.019572472264814e-05,0.0,3
nm4433883,Mir Afsar Ali,9.019572472264814e-05,0.0,3
nm1784201,Travis Ammons,9.019572472264814e-05,0.0,3
nm0051856,Victor Banerjee,0.0001803914494452963,2.2682355445003018e-05,6
nm1589782,Samrat Chakrabarti,0.00129280538769129,0.0018074296328370967,43
nm0731048,Dylan Roberts,9.019572472264814e-05,0.0,3
nm0227821,Gene Dinovi,9.019572472264814e-05,0.0,3
nm1742658,Katrina Agate,9.019572472264814e-05,0.0,3
nm2714285,Zain Ali,9.019572472264814e-05,0.0,3
nm2259079,Preston Bailey,9.019572472264814e-05,0.0,3
nm1544120,Anthony John Crane,9.019572472264814e-05,0.0,3
nm0820638,Gina St. John,9.019572472264814e-05,0.0,3
nm0455226,Ron King,9.019572472264814e-05,0.0,3
nm0756114,Bob Saget,0.0002405219325937284,8.199438893512261e-06,8
nm0728318,Michael Risley,9.019572472264814e-05,0.0,3
nm1325306,Jana Kramer,0.0002705871741679444,1.665792464417662e-05,9
nm2460434,Lenny Levi,9.019572472264814e-05,0.0,3
nm1229940,Katrina Kaif,0.001322870629265506,0.00017671222542997383,44
nm2101471,Scott Hasty,9.019572472264814e-05,0.0,3
nm0589063,Newton Miller,9.019572472264814e-05,0.0,3
nm0224331,Andrea Di Stefano,9.019572472264814e-05,0.0,3
nm2053066,Trevor Duke-Moretz,9.019572472264814e-05,0.0,3
nm0004782,Kimberly J. Brown,9.019572472264814e-05,0.0,3
nm0017698,Sarah Aldrich,9.019572472264814e-05,0.0,3
nm0177946,Chuck Cooper,9.019572472264814e-05,0.0,3
nm0894141,Victor Verhaeghe,0.0001803914494452963,0.0001411392348813796,6
nm1090384,Robert Gerard Larkin,9.019572472264814e-05,0.0,3
nm1045739,Max Kasch,0.0001803914494452963,4.421309372029879e-06,6
nm0098758,Mathew Botuchis,9.019572472264814e-05,0.0,3
nm2094090,Mike O'Connell,9.019572472264814e-05,0.0,3
nm0235652,Ann Dowd,0.0005411743483358888,0.00010203787063592583,18
nm1605178,Lisa Regina,9.019572472264814e-05,0.0,3
nm2091397,Daniel Curtin,9.019572472264814e-05,0.0,3
nm2090681,Amber Alison,9.019572472264814e-05,0.0,3
nm2100788,Carin Bendas,9.019572472264814e-05,0.0,3
nm1778215,Atticus Cain,9.019572472264814e-05,0.0,3
nm2884315,Ellie Elissa Eddy,9.019572472264814e-05,0.0,3
nm0809938,Shawnee Smith,0.0002705871741679444,1.3613791002747706e-05,9
nm1587232,Bahar Soomekh,0.0001803914494452963,7.630466247177712e-06,6
nm2129858,Alison Guh,9.019572472264814e-05,0.0,3
nm0861502,Christopher Thornton,0.0001803914494452963,3.438689420836348e-06,6
nm0969428,Tusshar Kapoor,0.0005411743483358888,0.00012217260676767488,18
nm1690618,Isha Sharvani,9.019572472264814e-05,0.0,3
nm1890268,Tanushree Dutta,0.0001803914494452963,3.3786475672567353e-06,6
nm1887993,Adam Western,9.019572472264814e-05,0.0,3
nm1735375,Stephanie Allensworth,9.019572472264814e-05,0.0,3
nm1678623,Jamie Brockhohn,9.019572472264814e-05,0.0,3
nm2189338,Adam Lambert,0.00021045669101951234,1.6035768844582168e-05,7
nm2192721,Kevin Earley,0.0001202609662968642,0.0,4
nm2757787,Lauren Kennedy,0.0001202609662968642,0.0,4
nm0409691,Aharon Ipalé,0.0001202609662968642,0.0,4
nm0001309,Anthony Michael Hall,0.0003607828988905926,0.00015334163185513447,12
nm0737533,Elisabeth Röhm,0.0017137187697303148,0.001942969805639103,57
nm1143816,Lily Rabe,0.0009921529719491295,0.00024365653075047818,33
nm0919616,Michael Welch,0.0014731968371365864,0.001157170480734423,49
nm0594898,Mo'Nique,0.0003607828988905926,4.776298058696646e-05,12
nm1985361,Kendra C. Johnson,9.019572472264814e-05,0.0,3
nm1097515,Jimmy Jean-Louis,0.0012026096629686419,0.0019079200074864251,40
nm0199180,Godfrey,0.0001803914494452963,2.543202961037101e-05,6
nm0680392,Ethan Phillips,0.00045097862361324074,0.0003891944002619575,15
nm1940449,Andrew Garfield,0.0011424791798202098,0.0003347846692712992,38
nm3485845,Adam Driver,0.0016836535281560987,0.0005315234428128654,56
nm0038355,Tadanobu Asano,0.0002705871741679444,8.696726005484835e-06,9
nm0016687,Ellen Albertini Dow,9.019572472264814e-05,0.0,3
nm2104417,Ellen Furey,9.019572472264814e-05,0.0,3
nm0525310,Andrea Lui,9.019572472264814e-05,0.0,3
nm1792091,Dylan Taylor,9.019572472264814e-05,0.0,3
nm0502508,Michael Leon,9.019572472264814e-05,0.0,3
nm2379066,Elizabeth Di Prinzio,0.0001803914494452963,1.748461276449641e-05,6
nm0767445,Stelio Savante,0.0013529358708397222,0.0014277399572597603,45
nm1596482,Harold Robl,9.019572472264814e-05,0.0,3
nm1080768,Keith Arthur Bolden,9.019572472264814e-05,0.0,3
nm1695400,Matt Worthington,9.019572472264814e-05,0.0,3
nm1429875,Matthew Feeney,9.019572472264814e-05,0.0,3
nm1542462,Bill Gorman,9.019572472264814e-05,0.0,3
nm1747618,Zach Hammill,0.00015032620787108024,0.0,5
nm0001792,Rod Taylor,9.019572472264814e-05,0.0,3
nm2105149,Jewel Restaneo,9.019572472264814e-05,0.0,3
nm1617954,Blaire Restaneo,9.019572472264814e-05,0.0,3
nm1887724,Keithian D. Sammons,9.019572472264814e-05,0.0,3
nm1733365,J. Todd Smith,0.0002705871741679444,0.00010245209834011796,9
nm2103785,Beth Alianiello,9.019572472264814e-05,0.0,3
nm0036353,Annette Arnold,9.019572472264814e-05,0.0,3
nm0080866,James Biberi,9.019572472264814e-05,0.0,3
nm2143655,Matt Burns,9.019572472264814e-05,0.0,3
nm2072628,B.J. Hendricks,0.0006915005562069691,0.0003759526137692257,23
nm0630525,Sam Nicotero,0.0001803914494452963,4.915588913393095e-06,6
nm1091722,Marc Winnick,9.019572472264814e-05,0.0,3
nm1423020,Annie Neal,9.019572472264814e-05,0.0,3
nm1945120,Dona Wood,9.019572472264814e-05,0.0,3
nm1783449,Matt Robinson,9.019572472264814e-05,0.0,3
nm1610952,Kevin Moyers,0.00015032620787108024,2.089921092098014e-06,5
nm7415871,Noah Jupe,0.0002705871741679444,1.2874423703984675e-06,9
nm2851530,Dane DeHaan,0.0007215657977811852,0.0005850220892961955,24
nm1925239,Jack O'Connell,0.0014431315955623703,0.0002532167009423052,48
nm0334441,Holliday Grainger,0.0002705871741679444,1.1171177272739565e-05,9
nm0380022,Juan Carlos Hernández,0.00030065241574216047,0.003794467142690526,10
nm1529872,Ted Rosnick,9.019572472264814e-05,0.0,3
nm2194013,Alex Xydias,9.019572472264814e-05,0.0,3
nm1084853,Allu Arjun,0.0005111091067616728,5.493590222140426e-05,17
nm3132784,Kishore Kumar G.,0.0010522834550975616,0.00045779185441660646,35
nm0973177,Kyle Gallner,0.001803914494452963,0.0005811658672265479,60
nm2049403,Ricky Garcia,9.019572472264814e-05,0.0,3
nm3082341,Eugene Cordero,9.019572472264814e-05,0.0,3
nm1757373,Ken Barnett,9.019572472264814e-05,0.0,3
nm1101904,Brian Letscher,9.019572472264814e-05,0.0,3
nm0714147,Elizabeth Reaser,0.00045097862361324074,4.286020461877803e-05,15
nm0369424,Lindsey Haun,0.0001803914494452963,1.2548871902570031e-05,6
nm1728497,Maya Hazen,9.019572472264814e-05,0.0,3
nm0950935,Rick Yune,0.0001803914494452963,1.5782329341010493e-05,6
nm0950619,Roger Yuan,9.019572472264814e-05,0.0,3
nm1268158,Dania Ramirez,0.0001803914494452963,8.27175103444027e-06,6
nm1388927,Miranda Cosgrove,0.0004810438651874568,0.00015343605330766626,16
