actor_id,actor_name,degree_centrality,betweenness_centrality,degree
nm0911320,Patrick Warburton,0.00129280538769129,0.0007433926296482575,43
nm0000307,Helena Bonham Carter,0.0016535882865818827,0.0003136354604699649,55
nm0001833,Emily Watson,0.001984305943898259,0.0007321655840720341,66
nm0001808,Tracey Ullman,0.0005411743483358888,1.02911885502066e-05,18
nm0222881,Tony Devon,0.0064940921800306665,0.018369141468492813,216
nm3083522,Lori Singleton,0.00021045669101951234,0.0,7
nm4024721,Mark Dermott,9.019572472264814e-05,0.0,3
nm2741355,Thomas Finn,9.019572472264814e-05,0.0,3
nm0159789,Hayden Christensen,0.0014731968371365864,0.0006613351159935471,49
nm0000204,Natalie Portman,0.0023150236012146356,0.0008713958250937894,77
nm0000191,Ewan McGregor,0.0033372418147379814,0.004197930462253741,111
nm0000489,Christopher Lee,0.0003307176573163765,2.0739403431299488e-05,11
nm0000168,Samuel L. Jackson,0.004479720994558191,0.0031293100610984004,149
nm0000454,Dennis Hopper,0.0017137187697303148,0.0013923914949060348,57
nm0005420,Marley Shelton,0.0011424791798202098,0.0005188069898938117,38
nm0347957,Devon Gummersall,0.0001803914494452963,5.410464539953872e-06,6
nm0001735,Talia Shire,0.0005712395899101049,0.0008438720723019918,19
nm0002006,Thomas Haden Church,0.0015032620787108024,0.0023183291517542576,50
nm0881948,Justin Urich,0.0001803914494452963,9.085191368894955e-05,6
nm0005160,Lisa Loeb,9.019572472264814e-05,0.0,3
nm0653959,Rick Overton,9.019572472264814e-05,0.0,3
nm0000141,David Duchovny,0.001232674904542858,0.00018458097896181553,41
nm0000378,Minnie Driver,0.0013830011124139382,0.00043169323176393685,46
nm0005279,Carroll O'Connor,9.019572472264814e-05,0.0,3
nm0005162,Robert Loggia,0.0019241754607498272,0.0020991284450266367,64
nm0513281,Alex D. Linz,0.0003607828988905926,4.388030749241417e-05,12
nm0000511,Shirley MacLaine,0.0010522834550975616,0.0002967097906328078,35
nm0000641,Gary Sinise,0.0008718920056522654,0.0003103938848966752,29
nm0000725,Joey Lauren Adams,0.002074501668620907,0.0027353366398486802,69
nm0001698,John Savage,0.003758155196777006,0.007496076442084184,125
nm0005554,James Wilder,9.019572472264814e-05,0.0,3
nm0056249,Joanne Baron,0.0011424791798202098,0.002964134132806847,38
nm1304423,Ceasar Cavaricci,9.019572472264814e-05,0.0,3
nm0000969,Lillo Brancato,0.0011725444213944258,0.0013516528548724919,39
nm0532461,Justina Machado,0.0001803914494452963,2.3454722937839417e-05,6
nm0116599,Keith Brunsmann,9.019572472264814e-05,0.0,3
nm0471180,David Kriegel,9.019572472264814e-05,0.0,3
nm0000244,Sigourney Weaver,0.0021947626349177714,0.001838579049302388,73
nm0001349,Jennifer Love Hewitt,0.0005411743483358888,0.00017372233107719042,18
nm0000432,Gene Hackman,0.0007516310393554012,6.930600842237759e-05,25
nm0000501,Ray Liotta,0.0028261327079763085,0.0038945709922829095,94
nm0000196,Mike Myers,0.0005111091067616728,8.633143891053458e-06,17
nm0000552,Eddie Murphy,0.0015934578034334506,0.0009435183292138994,53
nm0000139,Cameron Diaz,0.001864044977601395,0.0003523784713412479,62
nm0001475,John Lithgow,0.0009921529719491295,0.00012691268012588163,33
nm0001082,Billy Crudup,0.0017738492528787469,0.0006205064904814567,59
nm1123814,Bill Haugland,9.019572472264814e-05,0.0,3
nm0485011,Nelson Landrieu,9.019572472264814e-05,0.0,3
nm0171583,Ivonne Coll,0.0001803914494452963,2.8746996361411435e-05,6
nm0435218,Terry Kiser,0.00039084814046480863,6.838765223957051e-05,13
nm0596959,Richard Moll,0.0009921529719491295,0.0004286992799496348,33
nm0908914,Dee Wallace,0.003096719882144253,0.01335228392580439,103
nm0931080,Kevin Dean Williams,9.019572472264814e-05,0.0,3
nm0000665,D.B. Sweeney,0.0009921529719491295,0.00033725523659281284,33
nm0000523,Julianna Margulies,0.0008418267640780494,0.00020274549468726776,28
nm0942787,Samuel E. Wright,9.019572472264814e-05,0.0,3
nm0005569,Alfre Woodard,0.00129280538769129,0.0005326420262606155,43
nm1317822,Sean Miller,9.019572472264814e-05,0.0,3
nm0816839,Jonny Spanish,9.019572472264814e-05,0.0,3
nm0453548,Julienne Hanzelka Kim,9.019572472264814e-05,0.0,3
nm0004193,Debbie Rochon,0.0050810258260425125,0.015491758649226087,169
nm0000134,Robert De Niro,0.00357776374733171,0.003417565421816228,119
nm0000623,Rene Russo,0.0008117615225038333,0.00021630688352683458,27
nm0005305,Piper Perabo,0.0016836535281560987,0.0005407198433242091,56
nm0004517,Jason Alexander,0.0003607828988905926,5.974465185399348e-06,12
nm0000230,Sylvester Stallone,0.0015934578034334506,0.001158896406722494,53
nm0661164,Kip Pardue,0.0015934578034334506,0.0012689043243438876,53
nm0001709,Til Schweiger,0.0011424791798202098,0.00036947957084311836,38
nm0000608,Burt Reynolds,0.001864044977601395,0.0023649930022079228,62
nm0940158,Bokeem Woodbine,0.0014130663539881543,0.0011342570345911176,47
nm0715953,Roger Rees,0.0001803914494452963,1.905858791508434e-06,6
nm0682399,Justin Pierce,0.0001803914494452963,2.908481227831053e-06,6
nm0461355,Sascha Knopf,0.0003607828988905926,8.64342446698262e-05,12
nm0000379,Kirsten Dunst,0.002074501668620907,0.000905201353650534,69
nm0040472,William Atherton,0.000631370073058537,0.00073067669870369,21
nm0266631,Debbie Fan,0.0001803914494452963,1.5889176500154905e-05,6
nm0531095,Eric Mabius,0.0005411743483358888,0.00013986862810431563,18
nm0000242,Mark Wahlberg,0.0034274375394606296,0.0011062919880335115,114
nm0000619,Tim Roth,0.002645741258531012,0.0009661342825476705,88
nm0003817,Michael Clarke Duncan,0.0013830011124139382,0.001198342561960004,46
nm0330687,Joseph Gordon-Levitt,0.001954240702324043,0.0005238460570118578,65
nm0000668,Emma Thompson,0.0017437840113045308,0.0003717437397498744,58
nm0001737,Martin Short,0.00045097862361324074,4.4995632342936394e-05,15
nm0001975,Roscoe Lee Browne,0.0001803914494452963,2.516989540212307e-06,6
nm0320547,Carmine Giovinazzo,9.019572472264814e-05,0.0,3
nm0274371,Louis Ferreira,0.0002705871741679444,2.6739092861136775e-05,9
nm0000947,Karen Black,0.002525480292234148,0.0026706627159896737,84
nm0648846,Peter Onorati,9.019572472264814e-05,0.0,3
nm0000274,David Arquette,0.0027058717416794443,0.002590315862248171,90
nm0000117,Neve Campbell,0.0015333273202850185,0.0012984510533069068,51
nm0001073,Courteney Cox,0.0007516310393554012,9.170608733125279e-05,25
nm0507271,Huey Lewis,9.019572472264814e-05,0.0,3
nm0000569,Gwyneth Paltrow,0.0015032620787108024,0.0004741454534160414,50
nm0316079,Paul Giamatti,0.0027359369832536604,0.0012024281768667616,91
nm0105672,Andre Braugher,0.0003607828988905926,8.015890374813067e-06,12
nm0593664,Radha Mitchell,0.003156850365292685,0.004098728811819453,105
nm0369513,Cole Hauser,0.0014130663539881543,0.0006497553886967936,47
nm0004874,Vin Diesel,0.0014731968371365864,0.0014162032793239349,49
nm0202966,Keith David,0.004269264303538679,0.009379197364590829,142
nm0000652,James Spader,0.0005411743483358888,8.677622967530838e-05,18
nm0004906,Peter Facinelli,0.0010522834550975616,0.0005679524996035868,35
nm0000677,Robin Tunney,0.0011424791798202098,0.00034429017298011935,38
nm0000291,Angela Bassett,0.0019241754607498272,0.001605384718114592,64
nm0380231,Blake Heron,9.019572472264814e-05,0.0,3
nm0553436,A Martinez,0.00045097862361324074,0.00014187169306556236,15
nm0575184,Russell Means,0.0002705871741679444,2.7087976880043078e-05,9
nm0836071,Wes Studi,0.0010823486966717777,0.0028094282950954868,36
nm0001606,Chris Penn,0.0002705871741679444,9.22976342629947e-05,9
nm0942482,Jeffrey Wright,0.0015333273202850185,0.000800681699427287,51
nm0220867,Anthony DeSando,0.0001803914494452963,1.6073815882678377e-05,6
nm0000145,Sherilyn Fenn,0.0007215657977811852,0.00019120115192936587,24
nm0000123,George Clooney,0.0021045669101951233,0.0018320438322032388,70
nm0001876,Catherine Zeta-Jones,0.0011725444213944258,0.00020121583176135923,39
nm0000671,Billy Bob Thornton,0.002615676016956796,0.0020389495654787593,87
nm0000177,Kevin Kline,0.0015032620787108024,0.001047291061258101,50
nm0000110,Kenneth Branagh,0.0012026096629686419,0.0004833046333335596,40
nm0001609,Rosie Perez,0.0007516310393554012,0.0008593536276031087,25
nm0000800,Armand Assante,0.0038182856799254383,0.009106957617289,127
nm0562924,Whitman Mayo,9.019572472264814e-05,0.0,3
nm0333318,April Grace,9.019572472264814e-05,0.0,3
nm0245652,Cordereau Dye,9.019572472264814e-05,0.0,3
nm0001618,Joaquin Phoenix,0.0021947626349177714,0.002607794674280924,73
nm0000234,Charlize Theron,0.0029463936742731727,0.0008158174450560202,98
nm0001001,James Caan,0.001894110219175611,0.001353875406653992,63
nm0000449,Natasha Henstridge,0.0015333273202850185,0.003777301866646074,51
nm0890232,Michael Vartan,0.000631370073058537,0.00014133323644732138,21
nm0728346,Michael Rispoli,0.0011424791798202098,0.0005473832997582616,38
nm0001882,Olivia d'Abo,0.0010823486966717777,0.0005116576871473191,36
nm0000243,Denzel Washington,0.002044436427046691,0.0009744718928639817,68
nm0000160,Ethan Hawke,0.0034274375394606296,0.003505006842163524,114
nm0001277,Scott Glenn,0.0010823486966717777,0.0005612270445695943,36
nm0000297,Tom Berenger,0.0016836535281560987,0.002593326622928199,56
nm0001016,David Carradine,0.001864044977601395,0.001954924293291453,62
nm0540585,Michael Maloney,0.0001803914494452963,1.223618961151784e-05,6
nm0000446,Mariel Hemingway,0.00039084814046480863,4.188132827100992e-05,13
nm0195672,Marina Anderson,0.00021045669101951234,1.331285009671662e-06,7
nm0497621,Julie Lee,9.019572472264814e-05,0.0,3
nm0000514,Michael Madsen,0.0080574847418899,0.06581522219911017,268
nm0846480,Cary-Hiroyuki Tagawa,0.00045097862361324074,0.0005165903886939752,15
nm0368745,Richard Hatch,0.0002705871741679444,0.0002926748664485509,9
nm0000886,Warren Beatty,9.019572472264814e-05,0.0,3
nm0000473,Diane Keaton,0.001984305943898259,0.0007065262460965074,66
nm0000176,Nastassja Kinski,0.0005411743483358888,0.00020816713866617144,18
nm0000443,Goldie Hawn,0.0002705871741679444,2.4314707909836637e-05,9
nm0000190,Matthew McConaughey,0.0029163284326989567,0.00109866470613247,97
nm0000200,Bill Paxton,0.0014431315955623703,0.00032655154296451825,48
nm0000172,Harvey Keitel,0.0022548931180662035,0.0016454208799889087,75
nm0000954,Jon Bon Jovi,0.0001803914494452963,1.0921171267003628e-05,6
nm0000978,Lloyd Bridges,9.019572472264814e-05,0.0,3
nm0001038,Josh Charles,0.000631370073058537,7.329065880126846e-05,21
nm0005547,Alexandra Wentworth,9.019572472264814e-05,0.0,3
nm0000977,Beau Bridges,0.0010522834550975616,0.0003678458833696939,35
nm0000288,Christian Bale,0.0024352845675115,0.0010227605786859864,81
nm0857620,Justin Theroux,0.0007816962809296173,0.00012430361759396195,26
nm0524197,Josh Lucas,0.0021947626349177714,0.0007983786522990636,73
nm0756083,Bill Sage,0.0023450888427888517,0.0010614766369132444,78
nm0000729,Casey Affleck,0.0017738492528787469,0.00037949881569189953,59
nm0005561,Luke Wilson,0.0028261327079763085,0.0018521916901798085,94
nm0899681,Goran Visnjic,0.0008117615225038333,8.621632261394028e-05,27
nm0001390,Janet Jackson,0.00030065241574216047,9.198484572223461e-06,10
nm0588777,Larry Miller,0.0002705871741679444,1.2346859894047582e-05,9
nm0018099,John Ales,0.0003607828988905926,3.870261129796698e-05,12
nm0025364,Alice Amter,0.0001803914494452963,3.4246240582362995e-05,6
nm0138421,Clint Carmichael,0.0001803914494452963,0.00016654483806641148,6
nm0000409,Brendan Fraser,0.001984305943898259,0.003886673035610094,66
nm0354937,Jennifer Hale,0.00030065241574216047,3.883779368592522e-05,10
nm0000483,Christopher Lambert,0.00045097862361324074,0.0013308511892277965,15
nm0001600,Adrian Paul,0.001322870629265506,0.0008594504117767807,44
nm0668271,Bruce Payne,0.0005411743483358888,0.00017984803420626657,18
nm0053887,Lisa Barbuscia,9.019572472264814e-05,0.0,3
nm0000353,Willem Dafoe,0.004449655752983975,0.008360505172783311,148
nm0290556,James Franco,0.004960764859745648,0.00933907558635307,165
nm0000126,Kevin Costner,0.001894110219175611,0.0006254881051614208,63
nm0339304,Bruce Greenwood,0.001984305943898259,0.0009224441475741308,66
nm0238057,Shawn Driscoll,9.019572472264814e-05,0.0,3
nm0177020,Drake Cook,9.019572472264814e-05,0.0,3
nm0001401,Angelina Jolie,0.0021346321517693393,0.001798804284293228,71
nm0000685,Jon Voight,0.0014431315955623703,0.0010192498169488908,48
nm0322513,Iain Glen,0.0011725444213944258,0.00031957926394227896,39
nm0852965,Noah Taylor,0.00045097862361324074,8.51420198770325e-05,15
nm0000649,Paul Sorvino,0.0023450888427888517,0.0032949638147297395,78
nm0878911,Steven Tyler,9.019572472264814e-05,0.0,3
nm0157915,Nick Chinlund,0.0009320224888006975,0.0005117147694739983,31
nm0000529,Debi Mazar,0.0005411743483358888,0.00023162916786926188,18
nm0000131,John Cusack,0.0033973722978864135,0.0044508116743847085,113
nm0005013,Iben Hjejle,0.0001803914494452963,5.698313840589955e-06,6
nm0521974,Todd Louiso,9.019572472264814e-05,0.0,3
nm0085312,Jack Black,0.002074501668620907,0.0006966054426635581,69
nm0569226,Bruce McGill,0.0008117615225038333,0.0002848068995228352,27
nm0893204,Diane Venora,0.000661435314632753,0.0001304986558085933,22
nm0341055,Joe Grifasi,0.0001803914494452963,6.9028240614543825e-06,6
nm0556985,Tom Mason,9.019572472264814e-05,0.0,3
nm0000056,Paul Newman,0.0001803914494452963,9.105320434561463e-07,6
nm0000400,Linda Fiorentino,0.0001803914494452963,5.259832158067003e-06,6
nm0000551,Dermot Mulroney,0.003096719882144253,0.0020892479566126275,103
nm0055794,Susan Barnes,9.019572472264814e-05,0.0,3
nm0004851,Penélope Cruz,0.0021346321517693393,0.0005344946881982545,71
nm0001794,Henry Thomas,0.0015934578034334506,0.0012345084007415522,53
nm0129583,Angelina Torres,9.019572472264814e-05,0.0,3
nm0000558,Leslie Nielsen,0.0003607828988905926,7.984706066916644e-05,12
nm0613147,Lochlyn Munro,0.003006524157421605,0.005771400056561838,100
nm0029502,Vanessa Angel,0.0005411743483358888,0.00016377675609365389,18
nm0001235,William Forsythe,0.002645741258531012,0.0043672122015800275,88
nm0451321,Shah Rukh Khan,0.0011725444213944258,0.00026988577447521625,39
nm0706787,Aishwarya Rai Bachchan,0.00129280538769129,0.004941132221756486,43
nm0802103,Chandrachur Singh,9.019572472264814e-05,0.0,3
nm2528716,Sharad S. Kapoor,0.0001803914494452963,8.883315882064617e-06,6
nm0003784,Joe Grisaffi,0.0014731968371365864,0.0012379740982152757,49
nm0702712,Anne Quackenbush,9.019572472264814e-05,0.0,3
nm0467632,Therese Kotara,9.019572472264814e-05,0.0,3
nm0943961,Garrison Wynn,9.019572472264814e-05,0.0,3
nm0112915,L.P. Brown III,0.0001803914494452963,1.9302480973063165e-05,6
nm0621008,Charles Napier,0.0003607828988905926,0.00011597636376997922,12
nm0001397,Brion James,0.0001803914494452963,2.8473367021582553e-05,6
nm0000798,Linden Ashby,0.0009921529719491295,0.00028937573206524574,33
nm0066664,Leslie Bega,0.0001803914494452963,8.68195268723344e-06,6
nm0236952,Larry Drake,0.0002705871741679444,2.0688994608802327e-05,9
nm0887708,Melvin Van Peebles,0.0001803914494452963,7.436850570548498e-06,6
nm0000218,Kristin Scott Thomas,0.001864044977601395,0.00042317346556934235,62
nm0000576,Sean Penn,0.0016235230450076666,0.00018562239092142582,54
nm0000843,Anne Bancroft,0.0002705871741679444,3.5417872238499104e-06,9
nm0289038,James Fox,0.0003607828988905926,7.796534237185683e-06,12
nm0440229,Vincent Kartheiser,0.0010522834550975616,0.0003964049590197584,35
nm0159668,Chad Christ,9.019572472264814e-05,0.0,3
nm0802217,Sabine Singh,9.019572472264814e-05,0.0,3
nm0835840,Richard M. Stuart,9.019572472264814e-05,0.0,3
nm0005172,Norm MacDonald,0.0004209133820390247,3.5893437703943955e-05,14
nm0152638,Dave Chappelle,9.019572472264814e-05,0.0,3
nm0834626,Elaine Stritch,0.0001803914494452963,4.638441689724235e-06,6
nm0000362,Danny DeVito,0.0017738492528787469,0.0004341057792929745,59
nm0002101,Robin Givens,0.0019241754607498272,0.0012739546558041802,64
nm0429114,Richard T. Jones,0.0010823486966717777,0.0019362796263566332,36
nm0724757,Salli Richardson-Whitfield,0.0005411743483358888,0.00017928833053306437,18
nm0313416,Eric George,9.019572472264814e-05,0.0,3
nm0000635,Yahoo Serious,9.019572472264814e-05,0.0,3
nm0197940,Helen Dallimore,9.019572472264814e-05,0.0,3
nm0275913,David Field,0.0010522834550975616,0.0006464168672236727,35
nm0685221,Grant Piro,9.019572472264814e-05,0.0,3
nm0005260,Frankie Muniz,0.0009921529719491295,0.00017563694390307277,33
nm0000102,Kevin Bacon,0.001864044977601395,0.0004298110372487712,62
nm0000178,Diane Lane,0.0015934578034334506,0.00026571576318457606,53
nm0000187,Madonna,0.0001803914494452963,2.452925667281551e-06,6
nm0000391,Rupert Everett,0.001322870629265506,0.0006495278594445549,44
nm0000973,Benjamin Bratt,0.001262740146117074,0.001255624545414376,42
nm0001152,Illeana Douglas,0.0009921529719491295,0.0005398232178428142,33
nm0816669,Douglas Spain,0.0003607828988905926,0.00017980694997084116,12
nm0333888,Aimee Graham,0.0001803914494452963,8.497282425011666e-06,6
nm0005497,Nicholle Tom,0.0002705871741679444,2.2788106600471064e-05,9
nm0002364,Dante Basco,0.0017137187697303148,0.0017723231036992782,57
nm0103038,Jesse Bradford,0.0015032620787108024,0.001182928094764806,50
nm0829390,French Stewart,0.000631370073058537,0.00023679312838697443,21
nm0305519,Paula Garcés,0.0002705871741679444,2.0208686566962123e-05,9
nm0000299,Michael Biehn,0.002014371185472475,0.001309855587829073,67
nm0000701,Kate Winslet,0.0023751540843630677,0.000440343114643437,79
nm0004787,Saffron Burrows,0.0008718920056522654,0.0005368558454119427,29
nm0000562,Jeremy Northam,0.0009019572472264815,0.00021944420542103056,30
nm0000532,Malcolm McDowell,0.00357776374733171,0.006712029374952591,119
nm0000650,Talisa Soto,0.0002705871741679444,7.463060619245528e-06,9
nm0708873,Bruce Ramsay,0.0001803914494452963,1.9631607175287505e-05,6
nm0574308,Kent McQuaid,9.019572472264814e-05,0.0,3
nm0528462,Susan Lynch,0.00045097862361324074,4.2210957202069076e-05,15
nm0778831,Andrew Scott,0.00039084814046480863,1.2242237712551792e-05,13
nm0564516,Vinnie McCabe,9.019572472264814e-05,0.0,3
nm0004692,Mark Addy,0.00030065241574216047,6.691768184290222e-05,10
nm0000286,Stephen Baldwin,0.003186915606866901,0.009215542732692102,106
nm0005060,Kristen Johnston,0.00030065241574216047,7.644668299168509e-05,10
nm0005105,Jane Krakowski,0.0002705871741679444,3.0727044203678016e-05,9
nm0005562,Owen Wilson,0.003066654640570037,0.0010462531078027212,102
nm0532683,Gabriel Macht,0.0007516310393554012,0.00017152074571609015,25
