actor_id,actor_name,genres
nm2089259,Dan Higgins,"['Action', 'Horror', 'Thriller']"
nm1032853,Jason Spisak,"['Action', 'Horror', 'Thriller']"
nm3315894,Varun Dhawan,"['Comedy', 'Horror', 'Thriller']"
nm5305841,Kriti Sanon,"['Comedy', 'Horror', 'Thriller']"
nm4045010,Abhishek Banerjee,"['Comedy', 'Horror', 'Thriller']"
nm1795232,Deepak Dobriyal,"['Comedy', 'Horror', 'Thriller']"
nm0628601,Thandiwe Newton,"['Drama', 'Horror', 'Thriller']"
nm0614165,Cillian Murphy,"['Drama', 'Horror', 'Thriller']"
nm0068260,Jamie Bell,"['Drama', 'Horror', 'Thriller']"
nm0950788,Jimmy Yuill,"['Drama', 'Horror', 'Thriller']"
nm3980050,Kimberly-Sue Murray,['Thriller']
nm0072648,Shaun Benson,['Thriller']
nm0091505,Stephen Bogaert,['Thriller']
nm3505089,Tim Dowler-Coltman,['Thriller']
nm0005535,Estella Warren,"['Drama', 'Fantasy', 'Romance']"
nm1065316,Rhett Giles,"['Drama', 'Fantasy', 'Romance']"
nm0691817,Victor Parascos,"['Drama', 'Fantasy', 'Romance']"
nm1382831,Vanessa Gray,"['Drama', 'Fantasy', 'Romance']"
nm0045393,Abhishek Bachchan,"['Comedy', 'Drama']"
nm1909661,Nimrat Kaur,"['Comedy', 'Drama']"
nm4417069,Yami Gautam,"['Comedy', 'Drama']"
nm2286188,Manu Rishi Chadha,"['Comedy', 'Drama']"
nm3856319,Chris Bylsma,"['Drama', 'Horror', 'Thriller']"
nm2303011,Meagan Flynn,"['Drama', 'Horror', 'Thriller']"
nm5431622,Sarah McGuire,"['Drama', 'Horror', 'Thriller']"
nm3212274,Laurie Catherine Winkel,"['Drama', 'Horror', 'Thriller']"
nm11147055,G.G. Everson,['Sport']
nm12126099,Anthraxx,['Sport']
nm10355497,Aiden Baal,['Sport']
nm12365181,Bobby Beverly,['Sport']
nm11147042,Chris Bradley,['Sport']
nm10355501,Jeff Cannonball,['Sport']
nm7063506,Conor Claxton,['Sport']
nm12344926,Atticus Cogar,['Sport']
nm7852520,Samantha Cohen,['Sport']
nm0000123,George Clooney,"['Comedy', 'Romance']"
nm1116918,Sean Lynch,"['Comedy', 'Romance']"
nm0000210,Julia Roberts,"['Comedy', 'Romance']"
nm4687524,Arielle Carver-O'Neill,"['Comedy', 'Romance']"
nm8437490,Grace VanderWaal,"['Comedy', 'Drama', 'Family']"
nm6677237,Elijah Richardson,"['Comedy', 'Drama', 'Family']"
nm0339460,Judy Greer,"['Comedy', 'Drama', 'Family']"
nm0000235,Uma Thurman,"['Comedy', 'Drama', 'Family']"
nm0792156,Dave Sheridan,['Horror']
nm0741378,Felissa Rose,['Horror']
nm3025400,Shawn C. Phillips,['Horror']
nm8279086,Mike Ferguson,['Horror']
nm4385028,Kyle Rappaport,['Horror']
nm7441958,Meg Dick,['Horror']
nm6481705,Turner Graeff,['Horror']
nm0000546,Matthew Modine,"['Crime', 'Documentary', 'Drama']"
nm0726773,Roger Rignack,"['Crime', 'Documentary', 'Drama']"
nm0677214,Jillian Peterson,"['Crime', 'Documentary', 'Drama']"
nm1022081,Courtney Rackley,"['Crime', 'Documentary', 'Drama']"
nm0000204,Natalie Portman,"['Comedy', 'Romance']"
nm0005110,Ashton Kutcher,"['Comedy', 'Romance']"
nm0000177,Kevin Kline,"['Comedy', 'Romance']"
nm0000144,Cary Elwes,"['Comedy', 'Romance']"
nm0004874,Vin Diesel,"['Action', 'Adventure', 'Sci-Fi']"
nm0881631,Karl Urban,"['Action', 'Adventure', 'Sci-Fi']"
nm0755267,Katee Sackhoff,"['Action', 'Adventure', 'Sci-Fi']"
nm0003244,Jordi Mollà,"['Action', 'Adventure', 'Sci-Fi']"
nm2238248,Natalie Burn,['Thriller']
nm5673028,Sarah J. Butler,['Thriller']
nm8066736,Andrés Erickson,['Thriller']
nm0001218,Sean Patrick Flanery,['Thriller']
nm0809049,Lauren Lee Smith,['Family']
nm0002663,Diane Ladd,['Family']
nm0753314,Mark Rylance,"['Crime', 'Drama', 'Mystery']"
nm3614913,Zoey Deutch,"['Crime', 'Drama', 'Mystery']"
nm13564856,John Gumley-Mason,"['Crime', 'Drama', 'Mystery']"
nm13564857,Stephen Knox,"['Crime', 'Drama', 'Mystery']"
nm0841910,Nick Swardson,['Comedy']
nm0000467,Don Johnson,['Comedy']
nm0000207,Christina Ricci,['Comedy']
nm0001151,Stephen Dorff,['Comedy']
nm0177896,Bradley Cooper,['Comedy']
nm0302108,Zach Galifianakis,['Comedy']
nm1159180,Ed Helms,['Comedy']
nm0058581,Justin Bartha,['Comedy']
nm1258970,Russell Brand,"['Adventure', 'Animation', 'Comedy']"
nm0005188,James Marsden,"['Adventure', 'Animation', 'Comedy']"
nm0001610,Elizabeth Perkins,"['Adventure', 'Animation', 'Comedy']"
nm0192505,Kaley Cuoco,"['Adventure', 'Animation', 'Comedy']"
nm0001803,Danny Trejo,['Comedy']
nm2832626,Pastor Shepherd,['Comedy']
nm0479272,Maria-Elena Laas,['Comedy']
nm2945453,Diane Hruska,['Comedy']
nm0000096,Gillian Anderson,['Drama']
nm0000274,David Arquette,['Drama']
nm3140757,Priyanka Bose,['Drama']
nm0794818,Tillotama Shome,['Drama']
nm0722647,Robert Ri'chard,['Thriller']
nm1307291,Tray Chaney,['Thriller']
nm8447788,Jeremy L. Carver,['Thriller']
nm5396332,Kimia' Workman,['Thriller']
nm0000947,Karen Black,['Drama']
nm0005553,Jane Wiedlin,['Drama']
nm0005503,Susan Traylor,['Drama']
nm0831467,Mink Stole,['Drama']
nm0365445,Wood Harris,"['Drama', 'Music']"
nm0373100,Jamie Hector,"['Drama', 'Music']"
nm0694066,Clifton Powell,"['Drama', 'Music']"
nm0001132,Judi Dench,"['Comedy', 'Drama', 'Romance']"
nm0631490,Bill Nighy,"['Comedy', 'Drama', 'Romance']"
nm0001749,Maggie Smith,"['Comedy', 'Drama', 'Romance']"
nm0929489,Tom Wilkinson,"['Comedy', 'Drama', 'Romance']"
nm3009232,Ezra Miller,"['Comedy', 'Drama', 'Romance']"
nm2368789,Zoë Kravitz,"['Comedy', 'Drama', 'Romance']"
nm1969645,Griffin Newman,"['Comedy', 'Drama', 'Romance']"
nm3561493,Stefanie Y. Hong,"['Comedy', 'Drama', 'Romance']"
nm3402437,Brandon Cantello,['Horror']
nm2554722,Danielle Largay,['Horror']
nm1714788,Jared Cohn,['Horror']
nm3087967,Kelly Wood,['Horror']
nm0447695,Anna Kendrick,"['Comedy', 'Drama', 'Romance']"
nm0001435,Lisa Kudrow,"['Comedy', 'Drama', 'Romance']"
nm0732497,Craig Robinson,"['Comedy', 'Drama', 'Romance']"
nm0580351,Stephen Merchant,"['Comedy', 'Drama', 'Romance']"
nm0570165,Brian McGuire,['Drama']
nm0730888,Bret Roberts,['Drama']
nm2010011,Nick Mystrom,['Drama']
nm3402190,Kay Krasin,['Drama']
nm2368789,Zoë Kravitz,"['Crime', 'Drama', 'Thriller']"
nm2720892,Byron Bowers,"['Crime', 'Drama', 'Thriller']"
nm0001854,Rita Wilson,"['Crime', 'Drama', 'Thriller']"
nm0159776,Erika Christensen,"['Crime', 'Drama', 'Thriller']"
nm4834100,Maria Breese,['Thriller']
nm0328954,Omar Gooding,['Thriller']
nm2624868,Jackie Moore,['Thriller']
nm0002326,Al Sapienza,['Thriller']
nm0000640,Martin Sheen,['Documentary']
nm6827877,Emily Killian,"['Action', 'Sci-Fi']"
nm0421327,Anthony Jensen,"['Action', 'Sci-Fi']"
nm0001744,Tom Sizemore,"['Action', 'Sci-Fi']"
nm1010984,Michael DeVorzon,"['Action', 'Sci-Fi']"
nm2328628,Matt Prokop,"['Comedy', 'Romance']"
nm1357477,Randy Wayne,"['Comedy', 'Romance']"
nm1237494,Jareb Dauplaise,"['Comedy', 'Romance']"
nm0615050,Jillian Murray,"['Comedy', 'Romance']"
nm1165110,Chris Hemsworth,"['Action', 'Drama', 'History']"
nm0788335,Michael Shannon,"['Action', 'Drama', 'History']"
nm0671567,Michael Peña,"['Action', 'Drama', 'History']"
nm1041023,Navid Negahban,"['Action', 'Drama', 'History']"
nm2955013,Liam Hemsworth,"['Drama', 'Thriller']"
nm0000198,Gary Oldman,"['Drama', 'Thriller']"
nm0000148,Harrison Ford,"['Drama', 'Thriller']"
nm1720028,Amber Heard,"['Drama', 'Thriller']"
nm1191714,Nino Cimino,['Action']
nm0818885,Chris Spinelli,['Action']
nm12023328,Elliott Woods,['Action']
nm5523462,James Menditto,['Action']
nm0237509,James Drescher,['Documentary']
nm1388227,Ryan Adams,['Documentary']
nm3089916,Steve Aoki,['Documentary']
nm3407795,Iris Belew,['Documentary']
nm1345864,Chantal Claret,['Documentary']
nm0001086,Alan Cumming,['Documentary']
nm3405287,Justine D.,['Documentary']
nm0000288,Christian Bale,"['Crime', 'Horror', 'Mystery']"
nm0577982,Harry Melling,"['Crime', 'Horror', 'Mystery']"
nm0564402,Simon McBurney,"['Crime', 'Horror', 'Mystery']"
nm0001758,Timothy Spall,"['Crime', 'Horror', 'Mystery']"
nm0001156,Olympia Dukakis,"['Action', 'Drama']"
nm1694760,Karl Ramsey,"['Action', 'Drama']"
nm3411493,Areta Wang,"['Action', 'Drama']"
nm1608895,Roxanna Hope Radja,"['Action', 'Drama']"
nm10459559,Chakrapani Ananda,['Drama']
nm8306579,Megha Akash,['Drama']
nm7802204,Thrigun,['Drama']
nm11033227,Arjun Somayajula,['Drama']
nm1748588,Pavitra Lokesh,['Drama']
nm1357477,Randy Wayne,['Comedy']
nm2225627,Caroline D'Amore,['Comedy']
nm1237494,Jareb Dauplaise,['Comedy']
nm0562674,Lauren C. Mayhew,['Comedy']
nm0935653,Ray Winstone,"['Action', 'Adventure', 'Drama']"
nm4482049,Nicholas McGough,"['Action', 'Adventure', 'Drama']"
nm2210329,Gareth Reeves,"['Action', 'Adventure', 'Drama']"
nm2680937,Mark Mitchinson,"['Action', 'Adventure', 'Drama']"
nm0068338,Kristen Bell,"['Comedy', 'Romance']"
nm0951148,Odette Annable,"['Comedy', 'Romance']"
nm0000244,Sigourney Weaver,"['Comedy', 'Romance']"
nm0000130,Jamie Lee Curtis,"['Comedy', 'Romance']"
nm0431918,Mike Judge,"['Animation', 'Comedy', 'Sci-Fi']"
nm0170550,Gary Cole,"['Animation', 'Comedy', 'Sci-Fi']"
nm0269542,Nat Faxon,"['Animation', 'Comedy', 'Sci-Fi']"
nm0564277,Chi McBride,"['Animation', 'Comedy', 'Sci-Fi']"
nm0000518,John Malkovich,"['Crime', 'Drama', 'Mystery']"
nm0001454,Martin Lawrence,"['Crime', 'Drama', 'Mystery']"
nm4612692,Melissa Roxburgh,"['Crime', 'Drama', 'Mystery']"
nm3626674,Jacob Grodnik,"['Crime', 'Drama', 'Mystery']"
nm0000162,Anne Heche,"['Crime', 'Drama', 'Mystery']"
nm0876805,James Tupper,"['Crime', 'Drama', 'Mystery']"
nm1561796,Tobias Slezak,"['Crime', 'Drama', 'Mystery']"
nm0004028,Daniel Bacon,"['Crime', 'Drama', 'Mystery']"
nm2993483,Simon Hill,"['Animation', 'Family']"
nm9898052,Kelsey Painter,"['Animation', 'Family']"
nm10051372,Maria Petrano,"['Animation', 'Family']"
nm8337120,Kj Schrock,"['Animation', 'Family']"
nm11618955,Tina Shuster,"['Animation', 'Family']"
nm2172377,Kevin Lucero Less,"['Comedy', 'Mystery', 'Thriller']"
nm12364325,Luna,"['Comedy', 'Mystery', 'Thriller']"
nm0155587,Kent Cheng,['Comedy']
nm5025729,Jacky Cai,['Comedy']
nm3225390,Carlos Chan,['Comedy']
nm12364414,Haley Chan,['Comedy']
nm0000329,Jackie Chan,['Comedy']
nm3012172,Chrissie Chau,['Comedy']
nm0154726,Stephanie Che,['Comedy']
nm1017633,Alia Bhatt,"['Comedy', 'Drama', 'Thriller']"
nm0156858,Shefali Shah,"['Comedy', 'Drama', 'Thriller']"
nm1994146,Vijay Varma,"['Comedy', 'Drama', 'Thriller']"
nm7733137,Roshan Mathew,"['Comedy', 'Drama', 'Thriller']"
nm1479353,Kirke Gardener,['Comedy']
nm0225164,Brandon DiCamillo,['Comedy']
nm2678777,David Bottaro,['Comedy']
nm1070120,Rake Yohn,['Comedy']
nm0741378,Felissa Rose,['Comedy']
nm1197390,Deron Miller,['Comedy']
nm4985676,Adam Bruno,['Comedy']
nm3591613,Cole Cuigini,['Comedy']
nm0000514,Michael Madsen,['Thriller']
nm0005035,Rachel Hunter,['Thriller']
nm1056279,Jennifer Tisdale,['Thriller']
nm3075025,David Fletcher,['Thriller']
nm0000546,Matthew Modine,['Adventure']
nm8109082,Kristine Froseth,['Comedy']
nm1256532,Jon Bernthal,['Comedy']
nm9259095,Luka Sabbat,['Comedy']
nm0005454,Scott Speedman,['Comedy']
nm0000658,Meryl Streep,['Documentary']
nm2545114,Kaylee Williams,['Horror']
nm7309160,Brittany Blanton,['Horror']
nm3128244,Nadia White,['Horror']
nm4624934,Shawn Burkett,['Horror']
nm0583951,Robert Miano,"['Comedy', 'Drama', 'Sport']"
nm2232803,Brad Leo Lyon,"['Comedy', 'Drama', 'Sport']"
nm1687327,Bone Crusher,"['Comedy', 'Drama', 'Sport']"
nm0224616,Dustin Diamond,"['Comedy', 'Drama', 'Sport']"
nm0829032,Ray Stevenson,"['Biography', 'Crime', 'Drama']"
nm0000686,Christopher Walken,"['Biography', 'Crime', 'Drama']"
nm0000352,Vincent D'Onofrio,"['Biography', 'Crime', 'Drama']"
nm0000174,Val Kilmer,"['Biography', 'Crime', 'Drama']"
nm0000551,Dermot Mulroney,"['Action', 'Thriller']"
nm3841486,Adan Canto,"['Action', 'Thriller']"
nm1556320,Katie Cassidy,"['Action', 'Thriller']"
nm2679753,Annie Ilonzeh,"['Action', 'Thriller']"
nm3442130,Daniel V. Klein,['Comedy']
nm0117009,Sabrina Bryan,['Comedy']
nm7698251,Christopher Cullen,['Comedy']
nm2714975,Ravi Godse,['Comedy']
nm0000430,Steve Guttenberg,['Comedy']
nm1362555,Patrick Jordan,['Comedy']
nm0454236,Richard Kind,['Comedy']
nm0458358,Laurie Klatscher,['Comedy']
nm2100755,Aaron Kleiber,['Comedy']
nm0000246,Bruce Willis,"['Action', 'Thriller']"
nm0005561,Luke Wilson,"['Action', 'Thriller']"
nm0001701,Devon Sawa,"['Action', 'Thriller']"
nm1928172,Kat Foster,"['Action', 'Thriller']"
nm1391406,Jordan Walker Ross,"['Sci-Fi', 'Thriller']"
nm0445291,Robert Keith,"['Sci-Fi', 'Thriller']"
nm2465485,Thom Hallum,"['Sci-Fi', 'Thriller']"
nm2560908,Tiffany McDonald,"['Sci-Fi', 'Thriller']"
nm0665235,Elsa Pataky,"['Action', 'Adventure', 'Drama']"
nm3478396,Luke Bracey,"['Action', 'Adventure', 'Drama']"
nm2527406,Aaron Glenane,"['Action', 'Adventure', 'Drama']"
nm7566829,Mayen Mehta,"['Action', 'Adventure', 'Drama']"
nm2946456,Jamal Woolard,"['Drama', 'Romance']"
nm6974152,Tory Monay,"['Drama', 'Romance']"
nm13199848,Kaylee Crossfire,"['Drama', 'Romance']"
nm8656242,Q. Davis Lea,"['Drama', 'Romance']"
nm8252920,Katabelle,['Family']
nm0001173,Aaron Eckhart,"['Action', 'Fantasy', 'Sci-Fi']"
nm0631490,Bill Nighy,"['Action', 'Fantasy', 'Sci-Fi']"
nm0001584,Miranda Otto,"['Action', 'Fantasy', 'Sci-Fi']"
nm1091621,Virginie Le Brun,"['Action', 'Fantasy', 'Sci-Fi']"
nm3772243,Theo James,['Drama']
nm0910040,Harriet Walter,['Drama']
nm1587188,Tiya Sircar,['Drama']
nm0195439,James D'Arcy,['Drama']
nm6025874,Ronald Koontz,['Crime']
nm9711591,Jasper Keen,"['Adventure', 'Drama', 'Sci-Fi']"
nm3839545,Merritt C. Glover,"['Adventure', 'Drama', 'Sci-Fi']"
nm1865837,Michael Placencia,"['Adventure', 'Drama', 'Sci-Fi']"
nm6262882,Rylie Rodriguez,"['Adventure', 'Drama', 'Sci-Fi']"
nm3856319,Chris Bylsma,"['Adventure', 'Drama', 'Sci-Fi']"
nm12037874,Dominic J. Quintela,"['Adventure', 'Drama', 'Sci-Fi']"
nm8579230,Taylor Skeens,"['Adventure', 'Drama', 'Sci-Fi']"
nm5412495,Raphael Sikic,"['Drama', 'Thriller']"
nm0879891,Helene Udy,"['Drama', 'Thriller']"
nm0969747,Sandy Mölling,"['Drama', 'Thriller']"
nm0005054,Gladise Jiminez,"['Drama', 'Thriller']"
nm6025874,Ronald Koontz,['Crime']
nm6025874,Ronald Koontz,['Crime']
nm6025874,Ronald Koontz,['Western']
nm1423080,Catherine Sewell,['Western']
nm9957097,Brian Sams,"['Horror', 'Mystery', 'Thriller']"
nm0611889,Chris Mulkey,"['Horror', 'Mystery', 'Thriller']"
nm7492831,Sally-Anne Hunt,"['Horror', 'Mystery', 'Thriller']"
nm9148830,Stephen Hage,"['Horror', 'Mystery', 'Thriller']"
nm0610897,Craig Muckler,"['Horror', 'Mystery', 'Thriller']"
nm8201160,Nicolas Sullivan,"['Horror', 'Mystery', 'Thriller']"
nm11964201,Liam Trujillo Hage,"['Horror', 'Mystery', 'Thriller']"
nm0000792,Tom Arnold,['Family']
nm0000287,William Baldwin,['Family']
nm11028981,Mia McGovern Zaini,['Family']
nm10325582,Lorenzo McGovern Zaini,['Family']
nm1790728,Sparky,"['Drama', 'Mystery', 'Thriller']"
nm0062844,Frances Bay,"['Drama', 'Mystery', 'Thriller']"
nm0000368,Laura Dern,"['Drama', 'Mystery', 'Thriller']"
nm0000454,Dennis Hopper,"['Drama', 'Mystery', 'Thriller']"
nm0486136,Hope Lange,"['Drama', 'Mystery', 'Thriller']"
nm0001492,Kyle MacLachlan,"['Drama', 'Mystery', 'Thriller']"
nm0005259,Megan Mullally,"['Drama', 'Mystery', 'Thriller']"
nm0681947,Fred Pickler,"['Drama', 'Mystery', 'Thriller']"
nm0688467,Priscilla Pointer,"['Drama', 'Mystery', 'Thriller']"
nm0000618,Isabella Rossellini,"['Drama', 'Mystery', 'Thriller']"
nm5852449,Joju George,"['Comedy', 'Crime', 'Drama']"
nm1388202,Siddique,"['Comedy', 'Crime', 'Drama']"
nm2463487,Ramya Nambeeshan,"['Comedy', 'Crime', 'Drama']"
nm5242011,Asha Sharath,"['Comedy', 'Crime', 'Drama']"
nm0012078,Scott Adkins,"['Action', 'Thriller']"
nm2230865,Ashley Greene,"['Action', 'Thriller']"
nm0000202,Ryan Phillippe,"['Action', 'Thriller']"
nm5928359,Emmanuel Imani,"['Action', 'Thriller']"
nm3318859,Chris Riquinha,['Drama']
nm2302275,Meissa Hampton,['Drama']
nm3325930,Derek M. McAllister,['Drama']
nm3235631,Dee Herlihy,['Drama']
nm0000838,Daniel Baldwin,['Crime']
nm0429886,Claudia Jordan,['Crime']
nm0178580,Lil' Zane,['Crime']
nm10792632,Tom Vera,['Crime']
nm0051509,Eric Bana,"['Drama', 'Family']"
nm1985859,Mia Wasikowska,"['Drama', 'Family']"
nm0593664,Radha Mitchell,"['Drama', 'Family']"
nm2164330,Clarence Ryan,"['Drama', 'Family']"
nm0879891,Helene Udy,"['Drama', 'Fantasy', 'Horror']"
nm3048151,Roni Jonah,"['Drama', 'Fantasy', 'Horror']"
nm11775081,Stephen McGill,"['Drama', 'Fantasy', 'Horror']"
nm9148013,Adam Freeman,"['Drama', 'Fantasy', 'Horror']"
nm6025874,Ronald Koontz,['Crime']
nm6025874,Ronald Koontz,['Crime']
nm6025874,Ronald Koontz,['Western']
nm6025874,Ronald Koontz,['Crime']
nm0088298,Corbin Bleu,['Documentary']
nm0735442,Michelle Rodriguez,['Documentary']
nm12429701,Michelle Rodriguez,['Documentary']
nm0931329,Michelle Williams,['Drama']
nm5450413,Gabriel LaBelle,['Drama']
nm0200452,Paul Dano,['Drama']
nm0002139,Judd Hirsch,['Drama']
nm0436302,Pawan Kalyan,"['Action', 'Drama', 'Thriller']"
nm2281292,Rana Daggubati,"['Action', 'Drama', 'Thriller']"
nm3383930,Nithya Menen,"['Action', 'Drama', 'Thriller']"
nm7917727,Samyuktha Menon,"['Action', 'Drama', 'Thriller']"
nm0001151,Stephen Dorff,"['Comedy', 'Drama', 'Romance']"
nm1102577,Elle Fanning,"['Comedy', 'Drama', 'Romance']"
nm0690686,Chris Pontius,"['Comedy', 'Drama', 'Romance']"
nm2941165,Erin Wasson,"['Comedy', 'Drama', 'Romance']"
nm6025874,Ronald Koontz,['Crime']
nm6025874,Ronald Koontz,['Western']
nm6025874,Ronald Koontz,['Drama']
nm6025874,Ronald Koontz,['Crime']
nm12679059,A. Slate,['Drama']
nm2502988,Timothy J. Cox,['Drama']
nm12679058,MyJoy Filer,['Drama']
nm12679057,Tanner James Brown,['Drama']
nm6025874,Ronald Koontz,['Crime']
nm6025874,Ronald Koontz,['Western']
nm6025874,Ronald Koontz,['Crime']
nm0583951,Robert Miano,['Thriller']
nm0803390,Mark Sivertsen,['Thriller']
nm1029129,Johnny Dowers,['Thriller']
nm0289049,Jeremy Fox,['Thriller']
nm0706883,Steve Railsback,"['Horror', 'Mystery', 'Thriller']"
nm0698160,Susan Priver,"['Horror', 'Mystery', 'Thriller']"
nm0000499,Bai Ling,"['Horror', 'Mystery', 'Thriller']"
nm0583951,Robert Miano,"['Horror', 'Mystery', 'Thriller']"
nm1922788,Devanny Pinn,"['Adventure', 'Thriller']"
nm0920460,Vernon Wells,"['Adventure', 'Thriller']"
nm0218494,Venus DeMilo Thomas,"['Adventure', 'Thriller']"
nm12804177,Shadow,"['Adventure', 'Thriller']"
nm0627995,Alec Newman,"['Action', 'Adventure', 'Crime']"
nm1968873,Ed Speleers,"['Action', 'Adventure', 'Crime']"
nm0313534,Melissa George,"['Action', 'Adventure', 'Crime']"
nm0536461,Kate Magowan,"['Action', 'Adventure', 'Crime']"
nm0000353,Willem Dafoe,['Documentary']
nm0543383,Taryn Manning,"['Crime', 'Mystery', 'Thriller']"
nm1230639,Hal Ozsan,"['Crime', 'Mystery', 'Thriller']"
nm0000616,Eric Roberts,"['Crime', 'Mystery', 'Thriller']"
nm0498782,Scott Anthony Leet,"['Crime', 'Mystery', 'Thriller']"
nm0001086,Alan Cumming,['Documentary']
nm1259728,Michael Cunningham,['Documentary']
nm0216466,Lea DeLaria,['Documentary']
nm0537551,Norman Mailer,['Documentary']
nm1577637,Josh Stewart,"['Mystery', 'Thriller']"
nm0797464,Jamie-Lynn Sigler,"['Mystery', 'Thriller']"
nm0115152,Chris Browning,"['Mystery', 'Thriller']"
nm0004911,Angela Featherstone,"['Mystery', 'Thriller']"
nm0370977,David C. Hayes,['Drama']
nm3460849,Chris Carson,['Drama']
nm1917041,Tina Coffee,['Drama']
nm3460987,Colette D'Antona,['Drama']
nm3461356,Athena Drews,['Drama']
nm3462818,Mitch Etter,['Drama']
nm2676778,Brian Fall,['Drama']
nm2776091,Aaron Ginn-Forsberg,['Drama']
nm2943385,Augie Duke,['Comedy']
nm5520932,Anthony L. Fernandez,['Comedy']
nm4911102,Michelle Hinsberg,['Comedy']
nm7150223,Jerry Garcia,['Comedy']
nm2993483,Simon Hill,['Family']
nm9898052,Kelsey Painter,['Family']
nm8337120,Kj Schrock,['Family']
nm5820019,Samantha Walters,['']
nm2993483,Simon Hill,['']
nm12398443,Bob Lent,['']
nm1246455,Ken Lin,['']
nm12398444,Audrey Vaughn,['']
nm2993483,Simon Hill,['']
nm3452531,Larry G. Jones,['']
nm2229512,Laura Kossoff,['']
nm8337120,Kj Schrock,['']
nm1840748,Nikki SooHoo,['']
nm7447035,Ammy Virk,"['Comedy', 'Drama', 'Romance']"
nm6293193,Sargun Mehta,"['Comedy', 'Drama', 'Romance']"
nm8674718,Nimrat Khaira,"['Comedy', 'Drama', 'Romance']"
nm1371858,Nirmal Rishi,"['Comedy', 'Drama', 'Romance']"
nm1801505,Katie Soo,['Drama']
nm0173997,Maurice Compte,['Drama']
nm1397601,Tonya Cornelisse,['Drama']
nm0017541,Steve Alderfer,['Drama']
nm3593399,Mahnoor Baloch,['Drama']
nm0846687,Faran Tahir,['Drama']
nm0852256,Dendrie Taylor,['Drama']
nm0001334,John Heard,['Drama']
nm3148014,Dawna Lee Heising,['Drama']
nm0024839,Robert Amico,['Drama']
nm5061453,Brenda Jo Reutebuch,['Drama']
nm12456954,Scarlett Brining,['Drama']
nm0316079,Paul Giamatti,"['Comedy', 'Drama']"
nm0683253,Rosamund Pike,"['Comedy', 'Drama']"
nm0388933,Jake Hoffman,"['Comedy', 'Drama']"
nm0340284,Macha Grenon,"['Comedy', 'Drama']"
nm0001570,Edward Norton,"['Drama', 'Thriller']"
nm0000170,Milla Jovovich,"['Drama', 'Thriller']"
nm0000134,Robert De Niro,"['Drama', 'Thriller']"
nm0175814,Frances Conroy,"['Drama', 'Thriller']"
nm8459909,Robert Bronzi,['Horror']
nm0000925,Steven Berkoff,['Horror']
nm4361837,Simon Furness,['Horror']
nm6574690,Adrienne Grant,['Horror']
nm0004778,Adrien Brody,"['Action', 'Adventure', 'Sci-Fi']"
nm0000401,Laurence Fishburne,"['Action', 'Adventure', 'Sci-Fi']"
nm0333410,Topher Grace,"['Action', 'Adventure', 'Sci-Fi']"
nm0103797,Alice Braga,"['Action', 'Adventure', 'Sci-Fi']"
nm2496992,Ajay,"['Comedy', 'Thriller']"
nm7575624,Bhadram,"['Comedy', 'Thriller']"
nm9103031,Varsha Bollamma,"['Comedy', 'Thriller']"
nm7337648,Harsha Chemudu,"['Comedy', 'Thriller']"
nm1734712,Geoff Falk,['Drama']
nm0111315,Valri Bromfield,['Drama']
nm1063262,David Chattam,['Drama']
nm2449341,Jasson Cring,['Drama']
nm2363584,Dakotah Evans,['Drama']
nm1322761,Denton Blane Everett,['Drama']
nm2031343,Sarah Ewell,['Drama']
nm6025874,Ronald Koontz,['Western']
nm6025874,Ronald Koontz,['Crime']
nm6025874,Ronald Koontz,['Crime']
nm6025874,Ronald Koontz,['Western']
nm6025874,Ronald Koontz,['Crime']
nm6025874,Ronald Koontz,['Crime']
nm6025874,Ronald Koontz,['Western']
nm6025874,Ronald Koontz,['Western']
nm6025874,Ronald Koontz,['Crime']
nm6025874,Ronald Koontz,['Western']
nm0438494,Rajat Kapoor,['Drama']
nm1324246,Mallika Sherawat,['Drama']
nm1249116,Ranvir Shorey,['Drama']
nm6509791,Chandrachoor Rai,['Drama']
nm1058095,Danielle C. Ryan,"['Comedy', 'Romance']"
nm0005129,Joey Lawrence,"['Comedy', 'Romance']"
nm0492932,Matthew Lawrence,"['Comedy', 'Romance']"
nm0492620,Andrew Lawrence,"['Comedy', 'Romance']"
nm5959275,April Melody Rox Dillard,['Horror']
nm11029947,Derrick De-Mond,['Horror']
nm2298883,Robert Aguilar,['Horror']
nm11959016,Brittany Anthony,['Horror']
nm11029960,Scott Bazile,['Horror']
nm12408554,Mario Colenmenero,['Horror']
nm13895039,D-Mo,['Horror']
nm6979445,Derek Nelson,['Sci-Fi']
nm8619536,Scot Scurlock,['Sci-Fi']
nm5355876,Peter Cosgrove,['Sci-Fi']
nm7734393,Cameron Bass,['Sci-Fi']
nm0001845,Forest Whitaker,"['Drama', 'Family', 'Music']"
nm0000291,Angela Bassett,"['Drama', 'Family', 'Music']"
nm1617685,Jennifer Hudson,"['Drama', 'Family', 'Music']"
nm0004763,Mary J. Blige,"['Drama', 'Family', 'Music']"
nm0001016,David Carradine,"['Action', 'Comedy']"
nm0812714,Camille Solari,"['Action', 'Comedy']"
nm0000514,Michael Madsen,"['Action', 'Comedy']"
nm0037801,Matthew Arthur,"['Action', 'Comedy']"
nm2682705,Jordan Lawson,['Documentary']
nm8938569,Aadar Jain,['Comedy']
