actor_id,actor_name,genres
nm0621937,Nassar,"['Biography', 'Drama']"
nm2284321,Samuthirakani,"['Biography', 'Drama']"
nm0001564,Bebe Neuwirth,['Drama']
nm0001075,Peter Coyote,['Drama']
nm0669656,Ethan Peck,['Drama']
nm0738224,Wendy Rolfe Evered,['Drama']
nm0000099,Patricia Arquette,['Biography']
nm7965676,Joyce Julianne Auer,['Biography']
nm0000947,Karen Black,['Biography']
nm0122913,Traber Burns,['Biography']
nm0000301,Thora Birch,"['Horror', 'Thriller']"
nm0256297,Gideon Emery,"['Horror', 'Thriller']"
nm1056067,Kavan Reece,"['Horror', 'Thriller']"
nm1744979,Derek Magyar,"['Horror', 'Thriller']"
nm0102450,Jo Bozarth,['Drama']
nm0121582,Al Burke,['Drama']
nm1361890,Andrea Chung,['Drama']
nm2732424,Tiffany Collie,['Drama']
nm5485986,Mi Ja Lee,"['Adventure', 'Animation', 'Fantasy']"
nm14491408,Pratham Patel,"['Adventure', 'Animation', 'Fantasy']"
nm10633850,Hwang Chang-yung,"['Adventure', 'Animation', 'Fantasy']"
nm6638227,Nam Doh-hyeong,"['Adventure', 'Animation', 'Fantasy']"
nm1417647,Jon Heder,"['Adventure', 'Animation', 'Fantasy']"
nm10633851,Seung Uk Jeong,"['Adventure', 'Animation', 'Fantasy']"
nm5485883,Hwan Chin Kim,"['Adventure', 'Animation', 'Fantasy']"
nm4711985,Hyeon-ji Kim,"['Adventure', 'Animation', 'Fantasy']"
nm9265001,Jangwon Lee,"['Adventure', 'Animation', 'Fantasy']"
nm0000174,Val Kilmer,"['Crime', 'Thriller']"
nm1442928,Bobb'e J. Thompson,"['Crime', 'Thriller']"
nm0002057,Richard Edson,"['Crime', 'Thriller']"
nm0001339,Marg Helgenberger,"['Crime', 'Thriller']"
nm0911933,Zack Ward,['Sci-Fi']
nm1648663,Monica May,['Sci-Fi']
nm2032138,Colleen Smith,['Sci-Fi']
nm0860385,Kevin Thompson,['Sci-Fi']
nm0001288,Kelsey Grammer,"['Drama', 'Musical', 'Romance']"
nm0001564,Bebe Neuwirth,"['Drama', 'Musical', 'Romance']"
nm0005259,Megan Mullally,"['Drama', 'Musical', 'Romance']"
nm0659048,Kay Panabaker,"['Drama', 'Musical', 'Romance']"
nm0541909,Louis Mandylor,"['Horror', 'Romance', 'Thriller']"
nm0861491,Brad Thornton,"['Horror', 'Romance', 'Thriller']"
nm0541908,Costas Mandylor,"['Horror', 'Romance', 'Thriller']"
nm1965861,Francesca Cecil,"['Horror', 'Romance', 'Thriller']"
nm7736937,Shanice Brooks,['Drama']
nm7234397,Mylarah Silverne,['Drama']
nm8958825,Jamal-Adeen Jackson,['Drama']
nm7792098,Christan Ramos,['Drama']
nm8133003,Nikee Warren,['Drama']
nm9761216,Yasiris Alvarado,['Drama']
nm10610853,Ed Bandy,['Drama']
nm7273876,Kevin D. Benton,['Drama']
nm8386774,Maria C. Blaney,['Drama']
nm1599041,Gautam Gupta,"['Crime', 'Drama', 'Romance']"
nm1651315,Priyanka Kothari,"['Crime', 'Drama', 'Romance']"
nm1946407,Kay Kay Menon,"['Crime', 'Drama', 'Romance']"
nm1056425,Rajpal Naurang Yadav,"['Crime', 'Drama', 'Romance']"
nm2637277,Steve Adams,['Comedy']
nm1329732,Brad Goodman,['Comedy']
nm1845077,Gray Eubank,['Comedy']
nm0002604,Robert Blanche,['Comedy']
nm0298749,Susan Funk,['Comedy']
nm0000658,Meryl Streep,"['Comedy', 'Drama', 'Musical']"
nm0179479,James Corden,"['Comedy', 'Drama', 'Musical']"
nm0000173,Nicole Kidman,"['Comedy', 'Drama', 'Musical']"
nm0913488,Kerry Washington,"['Comedy', 'Drama', 'Musical']"
nm0008765,Nicole Abisinio,"['Comedy', 'Drama', 'Romance']"
nm0233079,Ryan Donowho,"['Comedy', 'Drama', 'Romance']"
nm0723365,Brett Rice,"['Comedy', 'Drama', 'Romance']"
nm0171078,Jim R. Coleman,"['Comedy', 'Drama', 'Romance']"
nm0193160,Catherine Curtin,['Comedy']
nm2803471,Andy Karl,['Comedy']
nm0001484,Jon Lovitz,['Comedy']
nm0167086,Eric Close,['Comedy']
nm2740002,Clare Foley,"['Horror', 'Sci-Fi', 'Thriller']"
nm0865302,Tony Todd,"['Horror', 'Sci-Fi', 'Thriller']"
nm1544655,Jason Alan Smith,"['Horror', 'Sci-Fi', 'Thriller']"
nm1998259,Carlee Avers,"['Horror', 'Sci-Fi', 'Thriller']"
nm2791239,Toyin Abraham,['Action']
nm2198899,Toyin Adegbola,['Action']
nm12913779,Ayanfe Adekunle,['Action']
nm12913794,Merit Adewale,['Action']
nm7300645,Emily Eruraviel,"['Horror', 'Thriller']"
nm0205772,Ken Davitian,"['Horror', 'Thriller']"
nm1864017,Maria Olsen,"['Horror', 'Thriller']"
nm6089993,Samantha Pearl,"['Horror', 'Thriller']"
nm3094321,Quint Gabriel,"['Horror', 'Thriller']"
nm1865837,Michael Placencia,"['Horror', 'Thriller']"
nm5154195,Basil Masters,"['Horror', 'Thriller']"
nm7909355,Holly Bonney,['Horror']
nm9221580,Jonathan Dixon,['Horror']
nm3961761,Carlton Gray,['Horror']
nm10157163,Ryan Hanner,['Horror']
nm4597836,John L. Armijo,['Comedy']
nm8527346,Damon Burks,['Comedy']
nm9221580,Jonathan Dixon,['Comedy']
nm9727010,Emily Ann Miller,['Comedy']
nm0604742,Jeffrey Dean Morgan,['Drama']
nm0005520,Amber Valletta,['Drama']
nm0005519,Wilmer Valderrama,['Drama']
nm0000401,Laurence Fishburne,['Drama']
nm0829576,Kristen Stewart,"['Biography', 'Drama', 'Music']"
nm0266824,Dakota Fanning,"['Biography', 'Drama', 'Music']"
nm0788335,Michael Shannon,"['Biography', 'Drama', 'Music']"
nm1886524,Stella Maeve,"['Biography', 'Drama', 'Music']"
nm0451307,Saif Ali Khan,"['Action', 'Crime', 'Drama']"
nm0451379,Akshaye Khanna,"['Action', 'Crime', 'Drama']"
nm0060607,Bipasha Basu,"['Action', 'Crime', 'Drama']"
nm1229940,Katrina Kaif,"['Action', 'Crime', 'Drama']"
nm0004778,Adrien Brody,"['Horror', 'Sci-Fi']"
nm0001631,Sarah Polley,"['Horror', 'Sci-Fi']"
nm0152035,Delphine Chanéac,"['Horror', 'Sci-Fi']"
nm1682412,Brandon McGibbon,"['Horror', 'Sci-Fi']"
nm0159776,Erika Christensen,"['Horror', 'Thriller']"
nm0582462,Jesse Metcalfe,"['Horror', 'Thriller']"
nm1355700,Bill Lippincott,"['Horror', 'Thriller']"
nm0608405,Bill Moseley,"['Horror', 'Thriller']"
nm0240380,Haylie Duff,['Horror']
nm1365273,Zoe Hunter,['Horror']
nm2060876,Summer Lee,['Horror']
nm1640566,David Wachs,['Horror']
nm0541909,Louis Mandylor,['']
nm8793958,Elli Tsitsipa,['']
nm10618681,Andonis Goritsas,['']
nm0368961,Dimitra Hatoupi,['']
nm0785842,Toni Servillo,"['Biography', 'Drama']"
nm0723204,Elena Sofia Ricci,"['Biography', 'Drama']"
nm1249052,Riccardo Scamarcio,"['Biography', 'Drama']"
nm0810738,Kasia Smutniak,"['Biography', 'Drama']"
nm0001749,Maggie Smith,"['Adventure', 'Drama', 'Family']"
nm10842729,Isabella O'Sullivan,"['Adventure', 'Drama', 'Family']"
nm2181128,Joel Fry,"['Adventure', 'Drama', 'Family']"
nm11819817,Eden Lawrence,"['Adventure', 'Drama', 'Family']"
nm0000113,Sandra Bullock,"['Comedy', 'Drama']"
nm0000671,Billy Bob Thornton,"['Comedy', 'Drama']"
nm1107001,Anthony Mackie,"['Comedy', 'Drama']"
nm0021835,Joaquim de Almeida,"['Comedy', 'Drama']"
nm5732707,Tovino Thomas,"['Crime', 'Mystery', 'Thriller']"
nm1952830,Mamta Mohandas,"['Crime', 'Mystery', 'Thriller']"
nm1955570,Saiju Kurup,"['Crime', 'Mystery', 'Thriller']"
nm7984315,Reba Monica John,"['Crime', 'Mystery', 'Thriller']"
nm10051374,Thomas Freeley,['Animation']
nm11958130,Eli James,['Animation']
nm10051372,Maria Petrano,['Animation']
nm9909260,Jacob Whiteshed,['Animation']
nm10051372,Maria Petrano,['Animation']
nm8337120,Kj Schrock,['Animation']
nm10245960,Jacob Tyler,['Animation']
nm8337120,Kj Schrock,"['Animation', 'Family', 'Western']"
nm2993483,Simon Hill,"['Animation', 'Family', 'Western']"
nm11958130,Eli James,"['Animation', 'Family', 'Western']"
nm9898052,Kelsey Painter,"['Animation', 'Family', 'Western']"
nm10051372,Maria Petrano,"['Animation', 'Family', 'Western']"
nm8337120,Kj Schrock,['Animation']
nm9215102,Sarah Taylor,['Animation']
nm6367789,Jonathon Carley,['Animation']
nm10622089,Simon Hill,['Animation']
nm9898052,Kelsey Painter,['Animation']
nm10622090,Dave Soultra,['Animation']
nm1065229,America Ferrera,"['Comedy', 'Drama', 'Romance']"
nm0088127,Alexis Bledel,"['Comedy', 'Drama', 'Romance']"
nm0848554,Amber Tamblyn,"['Comedy', 'Drama', 'Romance']"
nm0515116,Blake Lively,"['Comedy', 'Drama', 'Romance']"
nm5694659,Rick Jay Glen,['Animation']
nm5703019,Paul 'Maxx' Rinehart,['Animation']
nm5694766,Justin J. Wheeler,['Animation']
nm10520020,Megan Cavanagh,['Animation']
nm0443478,Allan Kayser,['Animation']
nm0741378,Felissa Rose,['Animation']
nm3921346,Shane Terry,['Animation']
nm1107127,Reece Thompson,"['Comedy', 'Crime', 'Mystery']"
nm0059215,Mischa Barton,"['Comedy', 'Crime', 'Mystery']"
nm0000246,Bruce Willis,"['Comedy', 'Crime', 'Mystery']"
nm0001650,Michael Rapaport,"['Comedy', 'Crime', 'Mystery']"
nm0001590,Chazz Palminteri,"['Comedy', 'Crime', 'Thriller']"
nm0503627,Michael Lerner,"['Comedy', 'Crime', 'Thriller']"
nm0125967,Nate Bynum,"['Comedy', 'Crime', 'Thriller']"
nm0400606,Frank John Hughes,"['Comedy', 'Crime', 'Thriller']"
nm1057932,Jonathan Bennett,['Comedy']
nm0000744,Maria Conchita Alonso,['Comedy']
nm6231136,Samantha Robinson,['Comedy']
nm3967796,Oliver Cooper,['Comedy']
nm1421814,Suriya,"['Action', 'Drama']"
nm7936195,Aparna Balamurali,"['Action', 'Drama']"
nm0712546,Paresh Rawal,"['Action', 'Drama']"
nm1388463,Prakash Belawadi,"['Action', 'Drama']"
nm3665787,Tom Cullen,"['Crime', 'Horror', 'Thriller']"
nm7093341,Inès Spiridonov,"['Crime', 'Horror', 'Thriller']"
nm3701064,Iwan Rheon,"['Crime', 'Horror', 'Thriller']"
nm1503432,Catalina Sandino Moreno,"['Crime', 'Horror', 'Thriller']"
nm2225369,Jennifer Lawrence,['Drama']
nm3109964,Brian Tyree Henry,['Drama']
nm0256599,Linda Emond,['Drama']
nm1689159,Danny Wolohan,['Drama']
nm0692677,Tyler Posey,"['Horror', 'Thriller']"
nm4887855,Summer Spiro,"['Horror', 'Thriller']"
nm0000661,Donald Sutherland,"['Horror', 'Thriller']"
nm0722647,Robert Ri'chard,"['Horror', 'Thriller']"
nm0836121,Michael Stuhlbarg,"['Comedy', 'Drama']"
nm0454236,Richard Kind,"['Comedy', 'Drama']"
nm3102689,Sari Lennick,"['Comedy', 'Drama']"
nm0577329,Fred Melamed,"['Comedy', 'Drama']"
nm1676649,Nate Parker,"['Drama', 'Thriller']"
nm1165044,Omari Hardwick,"['Drama', 'Thriller']"
nm3354041,Beau Knapp,"['Drama', 'Thriller']"
nm0744331,Theo Rossi,"['Drama', 'Thriller']"
nm0665554,Supriya Pathak,"['Comedy', 'Drama']"
nm1234298,Konkona Sen Sharma,"['Comedy', 'Drama']"
nm1913625,Parambrata Chattopadhyay,"['Comedy', 'Drama']"
nm5447706,Vikrant Massey,"['Comedy', 'Drama']"
nm13740669,Gordon Brown,"['Horror', 'Mystery']"
nm0225483,Kate Dickie,"['Horror', 'Mystery']"
nm13740670,Nick Duncalf,"['Horror', 'Mystery']"
nm3433735,Tom Hughes,"['Horror', 'Mystery']"
nm0005068,Vinnie Jones,['Action']
nm8087469,Lina Lecompte,['Action']
nm0335073,Philip Granger,['Action']
nm1595718,James Clayton,['Action']
nm0668241,Carl Anthony Payne II,"['Comedy', 'Crime', 'Drama']"
nm1007192,Spanky Hayes,"['Comedy', 'Crime', 'Drama']"
nm8173571,Ashei Khan,"['Comedy', 'Crime', 'Drama']"
nm10246005,Haha Davis,"['Comedy', 'Crime', 'Drama']"
nm0044073,Lubna Azabal,['Drama']
nm4442714,Nisrin Erradi,['Drama']
nm10641693,Douae Belkhaouda,['Drama']
nm3405098,Aziz Hattab,['Drama']
nm1433588,Jim Parsons,['Drama']
nm0704270,Zachary Quinto,['Drama']
nm0093589,Matt Bomer,['Drama']
nm0710330,Andrew Rannells,['Drama']
nm1300009,Adil Hussain,['Drama']
nm3140757,Priyanka Bose,['Drama']
nm11629796,Shourya Deep,['Drama']
nm10628484,Shubham,['Drama']
nm2708583,Lawrence Brown,"['Action', 'Drama']"
nm0222881,Tony Devon,"['Action', 'Drama']"
nm3352850,Bridgett Hawke,"['Action', 'Drama']"
nm3420363,Freddy Sullivan,"['Action', 'Drama']"
nm0000418,Danny Glover,"['Crime', 'Horror', 'Mystery']"
nm0005447,Leelee Sobieski,"['Crime', 'Horror', 'Mystery']"
nm0001872,Steve Zahn,"['Crime', 'Horror', 'Mystery']"
nm0777788,Matthias Schweighöfer,"['Crime', 'Horror', 'Mystery']"
nm0654648,David Oyelowo,"['Biography', 'Drama', 'History']"
nm0252238,Carmen Ejogo,"['Biography', 'Drama', 'History']"
nm0001856,Oprah Winfrey,"['Biography', 'Drama', 'History']"
nm0929489,Tom Wilkinson,"['Biography', 'Drama', 'History']"
nm4523336,Yao Tsai,"['Comedy', 'Family', 'Fantasy']"
nm2466842,Quinton Aaron,"['Comedy', 'Family', 'Fantasy']"
nm11190576,Ashleigh Blackburn,"['Comedy', 'Family', 'Fantasy']"
nm4835394,Anaïs Blake,"['Comedy', 'Family', 'Fantasy']"
nm8613074,Thomas Furman,"['Comedy', 'Drama', 'Family']"
nm10172816,Erol Ibrahimovic,"['Comedy', 'Drama', 'Family']"
nm2172377,Kevin Lucero Less,"['Comedy', 'Drama', 'Family']"
nm1792652,Simon Phillips,['Sci-Fi']
nm0628611,Wayne Newton,['Drama']
nm0002326,Al Sapienza,['Drama']
nm0940974,Peter Woodward,['Drama']
nm0717709,Kelly Reilly,"['Horror', 'Thriller']"
nm1055413,Michael Fassbender,"['Horror', 'Thriller']"
nm0255108,Tara Ellis,"['Horror', 'Thriller']"
nm1925239,Jack O'Connell,"['Horror', 'Thriller']"
nm0549815,Christopher Rodriguez Marquette,"['Action', 'Adventure', 'Comedy']"
nm0627492,Brooke Nevin,"['Action', 'Adventure', 'Comedy']"
nm1662572,Kinsey Packard,"['Action', 'Adventure', 'Comedy']"
nm2325213,E. Quincy Sloan,"['Action', 'Adventure', 'Comedy']"
nm1055413,Michael Fassbender,"['Action', 'Drama', 'History']"
nm0922035,Dominic West,"['Action', 'Drama', 'History']"
nm1385871,Olga Kurylenko,"['Action', 'Drama', 'History']"
nm0936591,Andreas Wisniewski,"['Action', 'Drama', 'History']"
nm2636641,Brooke Bailey,['Horror']
nm2265818,John Elks,['Horror']
nm2263984,Landon Lee,['Horror']
nm1252668,Jim O'Rear,['Horror']
nm2949012,Chris Keown,['Horror']
nm3762714,Tonjia Atomic,['Horror']
nm0002492,John Bowker,['Horror']
nm0341612,Tom Griffith,['Horror']
nm5900548,Emily Howard,['Horror']
nm7412565,Sarah Hubbird,['Horror']
nm5900544,Richard Johnson,['Horror']
nm0628664,Jackey Neyman Jones,['Horror']
nm8372559,Ygal Kaufman,['Horror']
nm0924154,Shea Whigham,['Thriller']
nm1601397,Olivia Munn,['Thriller']
nm4878976,Zach Avery,['Thriller']
nm0001136,Bruce Dern,['Thriller']
nm0707362,Rajasekhar,"['Action', 'Thriller']"
nm3153204,Adah Sharma,"['Action', 'Thriller']"
nm4149070,Sidhu Jonnalagadda,"['Action', 'Thriller']"
nm0709359,Ashutosh Rana,"['Action', 'Thriller']"
nm10631816,Carol Baldwin,['Animation']
nm8337120,Kj Schrock,['Animation']
nm0808902,Kavan Smith,['Documentary']
nm0000228,Kevin Spacey,['Documentary']
nm8858879,Jacques Aldridge,['Fantasy']
nm7237738,Forest Baker,['Fantasy']
nm9755573,Amy Marie Bowersox,['Fantasy']
nm0255184,Dawne Ellison,['Fantasy']
nm9261695,Ari Huber,['Fantasy']
nm9979083,Jeff Rambo,['Fantasy']
nm1692680,Hannah Whiteoak,['Fantasy']
nm0000182,Jennifer Lopez,"['Comedy', 'Music', 'Romance']"
nm0005562,Owen Wilson,"['Comedy', 'Music', 'Romance']"
nm8349062,Maluma,"['Comedy', 'Music', 'Romance']"
nm4263213,John Bradley,"['Comedy', 'Music', 'Romance']"
nm0514704,John Littlefield,['Horror']
nm0000616,Eric Roberts,['Horror']
nm8425817,Alyson Gorske,['Horror']
nm3034146,Stevonte Hart,['Horror']
nm0000295,Kate Beckinsale,"['Action', 'Comedy', 'Crime']"
nm2541974,Jai Courtney,"['Action', 'Comedy', 'Crime']"
nm0001804,Stanley Tucci,"['Action', 'Comedy', 'Crime']"
nm0134072,Bobby Cannavale,"['Action', 'Comedy', 'Crime']"
nm4830637,Thomas J. O'Brien,['Action']
nm0015859,John Shamsul Alam,['Action']
nm3204410,Alfredo Romeo Suarez,['Action']
nm4129948,Randy DeOrio,['Action']
nm1049267,Lou Torres,['Action']
nm3047010,Tony Abbattista,['Action']
nm4868502,Archie Sin Perez,['Action']
nm0757774,Ángel Salazar,['Action']
nm0338886,Peter Greene,"['Action', 'Comedy', 'Crime']"
nm0144843,Federico Castelluccio,"['Action', 'Comedy', 'Crime']"
nm0459658,Richard Kline,"['Action', 'Comedy', 'Crime']"
nm0278468,John Fiore,"['Action', 'Comedy', 'Crime']"
nm0222881,Tony Devon,['Drama']
nm3293981,Jacqueline Biels,['Drama']
nm4031100,Burt Klein,['Drama']
nm2772166,Tom Mason,['Drama']
nm0879891,Helene Udy,['Horror']
nm2766218,Julie Anne Prescott,['Horror']
nm0523344,Lynn Lowry,['Horror']
nm1864017,Maria Olsen,['Horror']
nm0785352,Terry Serpico,['Drama']
nm0005389,Victoria Rowell,['Drama']
nm0930707,Gregory Alan Williams,['Drama']
nm1775766,Gatlin Kate James,['Drama']
nm8279086,Mike Ferguson,['Horror']
nm5560956,Sheri Davis,['Horror']
nm10641198,Angelica Ayon,['Horror']
nm7783949,Devin Caldarone,['Horror']
nm1677477,Marin Ireland,['Horror']
nm2534638,Michael Abbott Jr.,['Horror']
nm0647040,Julie Oliver-Touchstone,['Horror']
nm8945105,Lynn Andrews,['Horror']
nm1596350,Nawazuddin Siddiqui,"['Comedy', 'Drama']"
nm0621937,Nassar,"['Comedy', 'Drama']"
nm11722505,Aakshath Das,"['Comedy', 'Drama']"
nm4987678,Indira Tiwari,"['Comedy', 'Drama']"
nm2596365,Jacqueline Fernandez,"['Crime', 'Drama', 'Thriller']"
nm0048075,Manoj Bajpayee,"['Crime', 'Drama', 'Thriller']"
nm3741768,Mohit Raina,"['Crime', 'Drama', 'Thriller']"
nm11545272,Zayn Marie Khan,"['Crime', 'Drama', 'Thriller']"
nm0001696,Julian Sands,"['Drama', 'Musical']"
nm6845061,Jim Sarbh,"['Drama', 'Musical']"
nm3591549,Sarah Jane Dias,"['Drama', 'Musical']"
nm0451391,Rahul Khanna,"['Drama', 'Musical']"
nm0668359,Joel Christopher Payne,['Family']
nm3549573,Isabella Blake-Thomas,['Family']
nm6048486,Mama Char,['Family']
nm11091413,Nicholas Heard,['Family']
nm7457436,Amanda Michalek,['Family']
nm6803123,Tashara May,['Family']
nm0913475,John David Washington,"['Action', 'Crime', 'Drama']"
nm2933542,Boyd Holbrook,"['Action', 'Crime', 'Drama']"
nm3043279,Vicky Krieps,"['Action', 'Crime', 'Drama']"
nm2539953,Alicia Vikander,"['Action', 'Crime', 'Drama']"
nm0267511,Sean Faris,"['Action', 'Drama', 'Sport']"
nm0005023,Djimon Hounsou,"['Action', 'Drama', 'Sport']"
nm1720028,Amber Heard,"['Action', 'Drama', 'Sport']"
nm1544217,Cam Gigandet,"['Action', 'Drama', 'Sport']"
nm0836343,Jim Sturgess,"['Adventure', 'Drama', 'History']"
nm0000438,Ed Harris,"['Adventure', 'Drama', 'History']"
nm0268199,Colin Farrell,"['Adventure', 'Drama', 'History']"
nm1058007,Dragos Bucur,"['Adventure', 'Drama', 'History']"
nm0186728,Clayne Crawford,['Crime']
nm2128467,Lina Esco,['Crime']
nm0949350,Burt Young,['Crime']
nm0000411,Edward Furlong,['Crime']
nm0870186,Robert Townsend,['Drama']
nm0000291,Angela Bassett,['Drama']
nm0005389,Victoria Rowell,['Drama']
nm0522324,Faizon Love,['Drama']
nm0243233,Mark Duplass,"['Comedy', 'Drama']"
nm1181783,Bret Loehr,"['Comedy', 'Drama']"
nm2204853,Carr Thompson,"['Comedy', 'Drama']"
nm0502425,Melissa Leo,"['Comedy', 'Drama']"
nm1305192,Siobhan Hewlett,"['Drama', 'Fantasy']"
nm11641827,Tilly Marsan,"['Drama', 'Fantasy']"
nm0000603,Vanessa Redgrave,"['Drama', 'Fantasy']"
nm11882642,Amelia Minto,"['Drama', 'Fantasy']"
nm7607417,Michelle Bowser,['Comedy']
nm0523344,Lynn Lowry,['Comedy']
nm10188968,Beck Rosser,['Comedy']
nm7429538,Gary Lee Vincent,['Comedy']
nm1382207,Robert Hoffman,"['Drama', 'Music', 'Romance']"
nm0263759,Briana Evigan,"['Drama', 'Music', 'Romance']"
nm0144260,Cassie Ventura,"['Drama', 'Music', 'Romance']"
nm1782560,Adam Sevani,"['Drama', 'Music', 'Romance']"
nm0245705,Danny Dyer,"['Comedy', 'Horror', 'Sci-Fi']"
nm0164929,Noel Clarke,"['Comedy', 'Horror', 'Sci-Fi']"
nm0555564,Emil Marwa,"['Comedy', 'Horror', 'Sci-Fi']"
nm0408846,Lee Ingleby,"['Comedy', 'Horror', 'Sci-Fi']"
nm0878155,Nicholas Turturro,['Comedy']
nm1939221,Christina Murphy,['Comedy']
nm1162399,Joanne Kelly,['Comedy']
nm0884313,Steve Valentine,['Comedy']
nm1192254,Maggie Grace,"['Comedy', 'Romance']"
nm0000473,Diane Keaton,"['Comedy', 'Romance']"
nm0000460,Jeremy Irons,"['Comedy', 'Romance']"
nm0823693,Todd Stashwick,"['Comedy', 'Romance']"
nm8902481,Ross Greenberg,"['Action', 'Adventure', 'Fantasy']"
nm7040744,Zera Lynd,"['Action', 'Adventure', 'Fantasy']"
nm2930463,Jack E. Curenton,"['Action', 'Adventure', 'Fantasy']"
nm3334646,Keith Nussbaum,"['Action', 'Adventure', 'Fantasy']"
nm2278431,Joe Hammerstone,"['Action', 'Adventure', 'Fantasy']"
nm7640191,Kathy Jean,"['Action', 'Adventure', 'Fantasy']"
nm9658839,Bridget McKnight,"['Action', 'Adventure', 'Fantasy']"
nm10689756,Emilee Mosbacher,"['Action', 'Adventure', 'Fantasy']"
nm1330276,Randy Couture,"['Action', 'Drama', 'History']"
nm1101910,Chuck Liddell,"['Action', 'Drama', 'History']"
nm2000606,Weston Cage,"['Action', 'Drama', 'History']"
nm2743389,Jesse Kove,"['Action', 'Drama', 'History']"
nm2791239,Toyin Abraham,['Romance']
nm12761946,Bambo Adebowale,['Romance']
nm12761952,Lawal Aramide,['Romance']
nm12761953,Ayanlola Ayankunle,['Romance']
nm0180411,Abbie Cornish,['Family']
nm0000287,William Baldwin,['Family']
nm0747653,Tim Rozon,['Family']
nm0005258,Patrick Muldoon,['Family']
nm0124930,Gerard Butler,"['Action', 'Drama', 'Mystery']"
nm1526352,Jaimie Alexander,"['Action', 'Drama', 'Mystery']"
nm0395203,Russell Hornsby,"['Action', 'Drama', 'Mystery']"
nm0256121,Ethan Embry,"['Action', 'Drama', 'Mystery']"
nm0731075,Emma Roberts,['Comedy']
nm0001644,Aidan Quinn,['Comedy']
nm0001670,Natasha Richardson,['Comedy']
nm1943692,Lexi Ainsworth,['Comedy']
nm1867717,Abhay Deol,"['Comedy', 'Drama']"
nm7331044,Mithila Palkar,"['Comedy', 'Drama']"
nm0704694,Vijay Raaz,"['Comedy', 'Drama']"
nm1213227,Achint Kaur,"['Comedy', 'Drama']"
nm3014031,Rachel Brosnahan,"['Crime', 'Drama']"
nm1750371,Marsha Stephanie Blake,"['Crime', 'Drama']"
nm3429884,Arinzé Kene,"['Crime', 'Drama']"
nm11986662,Jameson Charles,"['Crime', 'Drama']"
nm0582149,Chris Messina,"['Biography', 'Drama', 'Music']"
nm0221046,Zooey Deschanel,"['Biography', 'Drama', 'Music']"
nm0324658,Walton Goggins,"['Biography', 'Drama', 'Music']"
nm0000729,Casey Affleck,"['Biography', 'Drama', 'Music']"
nm3583561,Larry Rosen,"['Comedy', 'Drama', 'Romance']"
nm9516274,Maddie Ballard,"['Comedy', 'Drama', 'Romance']"
nm5803605,Rhianna Radick,"['Comedy', 'Drama', 'Romance']"
nm8993123,Jon Lawlor,"['Comedy', 'Drama', 'Romance']"
nm0000255,Ben Affleck,"['Biography', 'Drama', 'Thriller']"
nm0186505,Bryan Cranston,"['Biography', 'Drama', 'Thriller']"
nm0000422,John Goodman,"['Biography', 'Drama', 'Thriller']"
nm0000273,Alan Arkin,"['Biography', 'Drama', 'Thriller']"
nm2064685,Bar Refaeli,['Drama']
nm0506270,Liron Levo,['Drama']
nm2695078,Gillian Buick,['Drama']
nm0101005,Tom Bower,['Drama']
nm0005377,Sam Rockwell,"['Comedy', 'Drama']"
nm0001378,Anjelica Huston,"['Comedy', 'Drama']"
nm0531808,Kelly Macdonald,"['Comedy', 'Drama']"
nm2659660,Kathryn Alexander,"['Comedy', 'Drama']"
nm0000686,Christopher Walken,"['Comedy', 'Drama']"
nm0005273,Alessandro Nivola,"['Comedy', 'Drama']"
nm0000232,Sharon Stone,"['Comedy', 'Drama']"
nm0001002,Dean Cain,"['Comedy', 'Drama']"
nm0001326,Josh Hartnett,['Thriller']
nm0951295,Nu Yên-Khê Tran,['Thriller']
nm0496932,Lee Byung-hun,['Thriller']
nm0454120,Takuya Kimura,['Thriller']
nm2648800,Colton Rodgers,"['Drama', 'Family']"
nm0879186,Richard Tyson,"['Drama', 'Family']"
nm0002663,Diane Ladd,"['Drama', 'Family']"
nm0001803,Danny Trejo,"['Drama', 'Family']"
nm0161023,Karin Anna Cheung,['Comedy']
nm0190497,Wilson Cruz,['Comedy']
nm0438055,Archie Kao,['Comedy']
nm1187181,Lynn Chen,['Comedy']
nm0265492,Craig Fairbrass,"['Action', 'Thriller']"
nm0181920,James Cosmo,"['Action', 'Thriller']"
nm1570873,Mem Ferda,"['Action', 'Thriller']"
nm0602941,Nick Moran,"['Action', 'Thriller']"
nm0451321,Shah Rukh Khan,"['Action', 'Comedy', 'Drama']"
nm2138653,Deepika Padukone,"['Action', 'Comedy', 'Drama']"
nm0992000,Arjun Rampal,"['Action', 'Comedy', 'Drama']"
nm0451601,Kirron Kher,"['Action', 'Comedy', 'Drama']"
nm0000226,Will Smith,"['Action', 'Adventure', 'Sci-Fi']"
nm0935541,Mary Elizabeth Winstead,"['Action', 'Adventure', 'Sci-Fi']"
nm0654110,Clive Owen,"['Action', 'Adventure', 'Sci-Fi']"
nm0938950,Benedict Wong,"['Action', 'Adventure', 'Sci-Fi']"
nm0454809,Jaime King,['Crime']
nm1191481,Leigh Whannell,['Crime']
nm0862328,T.J. Thyne,['Crime']
nm0370035,John Hawkes,['Crime']
nm1824524,Kevin Makely,['Western']
nm0012081,Trace Adkins,['Western']
nm0000227,Mira Sorvino,['Western']
nm0001136,Bruce Dern,['Western']
